∞¸√¯º“∏Ì,∞¸√¯Ω√∞£,¿ßµµ,∞Êµµ,¡∂¿ß(cm),ºˆø¬(°…),ø∞∫–(PSU),¿Ø¿«∆ƒ∞Ì(m),¿Ø¿«∆ƒ¡÷±‚(sec),√÷¥Î∆ƒ∞Ì(m),√÷¥Î∆ƒ¡÷±‚(sec),«≥º”(m/s),,«≥«‚(deg),±‚ø¬(°…),±‚æ–(hPa),Ω√¡§(m)
¿Œ√µº€µµ,2022-12-04 6:52,37.338056,126.586111,187,-,-,-,-,-,-,7.1,∫œ,8,-2.8,1031.5,-
¿Œ√µº€µµ,2022-12-04 6:53,37.338056,126.586111,185,-,-,-,-,-,-,7,∫œ,11,-2.8,1031.4,-
¿Œ√µº€µµ,2022-12-04 6:54,37.338056,126.586111,184,-,-,-,-,-,-,6,∫œ∫œµø,16,-2.8,1031.4,-
¿Œ√µº€µµ,2022-12-04 6:55,37.338056,126.586111,183,-,-,-,-,-,-,6,∫œ∫œµø,16,-2.8,1031.4,-
¿Œ√µº€µµ,2022-12-04 6:56,37.338056,126.586111,182,-,-,-,-,-,-,7.9,∫œ,11,-2.9,1031.4,-
¿Œ√µº€µµ,2022-12-04 6:57,37.338056,126.586111,181,-,-,-,-,-,-,6.6,∫œ,11,-2.9,1031.5,-
¿Œ√µº€µµ,2022-12-04 6:58,37.338056,126.586111,179,-,-,-,-,-,-,6.6,∫œ∫œµø,18,-2.8,1031.5,-
¿Œ√µº€µµ,2022-12-04 6:59,37.338056,126.586111,178,-,-,-,-,-,-,7.3,∫œ,10,-2.9,1031.4,-
¿Œ√µº€µµ,2022-12-04 7:00,37.338056,126.586111,177,-,-,-,-,-,-,7.1,∫œ,4,-2.9,1031.5,-
¿Œ√µº€µµ,2022-12-04 7:01,37.338056,126.586111,175,-,-,-,-,-,-,7.1,∫œ,4,-2.9,1031.5,-
¿Œ√µº€µµ,2022-12-04 7:02,37.338056,126.586111,174,-,-,-,-,-,-,8.6,∫œ,4,-2.8,1031.3,-
¿Œ√µº€µµ,2022-12-04 7:03,37.338056,126.586111,173,-,-,-,-,-,-,8.3,∫œ∫œµø,13,-2.8,1031.5,-
¿Œ√µº€µµ,2022-12-04 7:04,37.338056,126.586111,173,-,-,-,-,-,-,8.4,∫œ,8,-2.9,1031.6,-
¿Œ√µº€µµ,2022-12-04 7:05,37.338056,126.586111,171,-,-,-,-,-,-,6.9,∫œ∫œµø,19,-2.9,1031.6,-
¿Œ√µº€µµ,2022-12-04 7:06,37.338056,126.586111,170,-,-,-,-,-,-,6.1,∫œ∫œµø,16,-2.7,1031.7,-
¿Œ√µº€µµ,2022-12-04 7:07,37.338056,126.586111,168,-,-,-,-,-,-,7.4,∫œ∫œµø,26,-2.6,1031.7,-
¿Œ√µº€µµ,2022-12-04 7:08,37.338056,126.586111,167,-,-,-,-,-,-,6.9,∫œ,8,-2.7,1031.7,-
¿Œ√µº€µµ,2022-12-04 7:09,37.338056,126.586111,165,-,-,-,-,-,-,8.2,∫œ∫œµø,13,-2.7,1031.7,-
¿Œ√µº€µµ,2022-12-04 7:10,37.338056,126.586111,165,-,-,-,-,-,-,8.5,∫œ∫œµø,17,-2.9,1031.7,-
¿Œ√µº€µµ,2022-12-04 7:11,37.338056,126.586111,163,-,-,-,-,-,-,7.4,∫œ∫œµø,22,-3.1,1031.6,-
¿Œ√µº€µµ,2022-12-04 7:12,37.338056,126.586111,162,-,-,-,-,-,-,7.4,∫œ∫œµø,22,-3.1,1031.6,-
¿Œ√µº€µµ,2022-12-04 7:13,37.338056,126.586111,161,-,-,-,-,-,-,7.5,∫œ∫œµø,17,-3.1,1031.6,-
¿Œ√µº€µµ,2022-12-04 7:14,37.338056,126.586111,160,-,-,-,-,-,-,7.5,∫œ∫œµø,17,-3.1,1031.5,-
¿Œ√µº€µµ,2022-12-04 7:15,37.338056,126.586111,159,-,-,-,-,-,-,8.7,∫œ∫œµø,22,-3.1,1031.6,-
¿Œ√µº€µµ,2022-12-04 7:16,37.338056,126.586111,159,-,-,-,-,-,-,8.7,∫œ∫œµø,22,-3.1,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:17,37.338056,126.586111,157,-,-,-,-,-,-,7.5,∫œ∫œµø,19,-3.1,1031.7,-
¿Œ√µº€µµ,2022-12-04 7:18,37.338056,126.586111,156,-,-,-,-,-,-,8.3,∫œ∫œµø,18,-3.1,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:19,37.338056,126.586111,155,-,-,-,-,-,-,8.9,∫œ∫œµø,26,-3.1,1031.6,-
¿Œ√µº€µµ,2022-12-04 7:20,37.338056,126.586111,153,-,-,-,-,-,-,7.2,∫œ∫œµø,20,-3.2,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:21,37.338056,126.586111,153,-,-,-,-,-,-,6.8,∫œ∫œµø,18,-3.1,1031.9,-
¿Œ√µº€µµ,2022-12-04 7:22,37.338056,126.586111,152,-,-,-,-,-,-,7.6,∫œ∫œµø,18,-3.1,1032,-
¿Œ√µº€µµ,2022-12-04 7:23,37.338056,126.586111,151,-,-,-,-,-,-,7.8,∫œ∫œµø,19,-3.2,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:24,37.338056,126.586111,150,-,-,-,-,-,-,8.3,∫œ∫œµø,26,-3.2,1031.7,-
¿Œ√µº€µµ,2022-12-04 7:25,37.338056,126.586111,149,-,-,-,-,-,-,6.8,∫œ∫œµø,20,-3.1,1032,-
¿Œ√µº€µµ,2022-12-04 7:26,37.338056,126.586111,148,-,-,-,-,-,-,7.4,∫œ∫œµø,21,-3.1,1031.9,-
¿Œ√µº€µµ,2022-12-04 7:27,37.338056,126.586111,148,-,-,-,-,-,-,8.4,∫œ∫œµø,32,-3.2,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:28,37.338056,126.586111,146,-,-,-,-,-,-,8.1,∫œ∫œµø,32,-3.3,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:29,37.338056,126.586111,146,-,-,-,-,-,-,7.9,∫œ∫œµø,32,-3.4,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:30,37.338056,126.586111,145,-,-,-,-,-,-,7.4,∫œ∫œµø,25,-3.3,1031.9,-
¿Œ√µº€µµ,2022-12-04 7:31,37.338056,126.586111,144,-,-,-,-,-,-,7.4,∫œ∫œµø,25,-3.3,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:32,37.338056,126.586111,143,-,-,-,-,-,-,7.2,∫œ∫œµø,16,-3.2,1031.9,-
¿Œ√µº€µµ,2022-12-04 7:33,37.338056,126.586111,143,-,-,-,-,-,-,7.7,∫œ∫œµø,19,-3.2,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:34,37.338056,126.586111,142,-,-,-,-,-,-,7.7,∫œ∫œµø,19,-3.2,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:35,37.338056,126.586111,141,-,-,-,-,-,-,7.6,∫œ∫œµø,27,-3.3,1032,-
¿Œ√µº€µµ,2022-12-04 7:36,37.338056,126.586111,140,-,-,-,-,-,-,6.8,∫œ∫œµø,23,-3.3,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:37,37.338056,126.586111,140,-,-,-,-,-,-,7.3,∫œ∫œµø,14,-3.3,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:38,37.338056,126.586111,139,-,-,-,-,-,-,7.3,∫œ∫œµø,14,-3.3,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:39,37.338056,126.586111,138,-,-,-,-,-,-,7.5,∫œ∫œµø,13,-3.3,1031.8,-
¿Œ√µº€µµ,2022-12-04 7:40,37.338056,126.586111,138,-,-,-,-,-,-,6.8,∫œ∫œµø,18,-3.2,1032,-
¿Œ√µº€µµ,2022-12-04 7:41,37.338056,126.586111,137,-,-,-,-,-,-,7.3,∫œ∫œµø,22,-3.2,1031.9,-
¿Œ√µº€µµ,2022-12-04 7:42,37.338056,126.586111,136,-,-,-,-,-,-,6.6,∫œ∫œµø,16,-3.2,1032,-
¿Œ√µº€µµ,2022-12-04 7:43,37.338056,126.586111,136,-,-,-,-,-,-,8.1,∫œ∫œµø,14,-3.2,1031.9,-
¿Œ√µº€µµ,2022-12-04 7:44,37.338056,126.586111,135,-,-,-,-,-,-,7.7,∫œ∫œµø,19,-3.2,1031.9,-
¿Œ√µº€µµ,2022-12-04 7:45,37.338056,126.586111,135,-,-,-,-,-,-,8,∫œ∫œµø,24,-3.3,1032,-
¿Œ√µº€µµ,2022-12-04 7:46,37.338056,126.586111,134,-,-,-,-,-,-,7.2,∫œ∫œµø,19,-3.4,1032.2,-
¿Œ√µº€µµ,2022-12-04 7:47,37.338056,126.586111,134,-,-,-,-,-,-,7.8,∫œ∫œµø,22,-3.4,1032.1,-
¿Œ√µº€µµ,2022-12-04 7:48,37.338056,126.586111,133,-,-,-,-,-,-,7.6,∫œ∫œµø,27,-3.4,1032.2,-
¿Œ√µº€µµ,2022-12-04 7:49,37.338056,126.586111,133,-,-,-,-,-,-,8.6,∫œ,6,-3.3,1032.2,-
¿Œ√µº€µµ,2022-12-04 7:50,37.338056,126.586111,132,-,-,-,-,-,-,9.2,∫œ∫œµø,12,-3.2,1032.2,-
¿Œ√µº€µµ,2022-12-04 7:51,37.338056,126.586111,132,-,-,-,-,-,-,7.6,∫œ∫œµø,29,-3.4,1032,-
¿Œ√µº€µµ,2022-12-04 7:52,37.338056,126.586111,131,-,-,-,-,-,-,6.5,∫œ∫œµø,13,-3.4,1032.1,-
¿Œ√µº€µµ,2022-12-04 7:53,37.338056,126.586111,131,-,-,-,-,-,-,6.3,∫œ,10,-3,1032.2,-
¿Œ√µº€µµ,2022-12-04 7:54,37.338056,126.586111,130,-,-,-,-,-,-,6.6,∫œ,10,-3,1032.2,-
¿Œ√µº€µµ,2022-12-04 7:55,37.338056,126.586111,131,-,-,-,-,-,-,7.5,∫œ∫œµø,15,-3.1,1032.3,-
¿Œ√µº€µµ,2022-12-04 7:56,37.338056,126.586111,130,-,-,-,-,-,-,6.9,∫œ∫œµø,15,-3.2,1032.1,-
¿Œ√µº€µµ,2022-12-04 7:57,37.338056,126.586111,130,-,-,-,-,-,-,5.6,∫œ∫œµø,17,-3,1032.2,-
¿Œ√µº€µµ,2022-12-04 7:58,37.338056,126.586111,130,-,-,-,-,-,-,7,∫œ,7,-2.9,1032.1,-
¿Œ√µº€µµ,2022-12-04 7:59,37.338056,126.586111,130,-,-,-,-,-,-,7,∫œ,7,-2.9,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:00,37.338056,126.586111,130,-,-,-,-,-,-,8.1,∫œ∫œµø,12,-3,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:01,37.338056,126.586111,129,-,-,-,-,-,-,8.2,∫œ∫œµø,15,-3.3,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:02,37.338056,126.586111,129,-,-,-,-,-,-,7.5,∫œ∫œµø,16,-3.3,1032,-
¿Œ√µº€µµ,2022-12-04 8:03,37.338056,126.586111,129,-,-,-,-,-,-,8.4,∫œ,5,-3.2,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:04,37.338056,126.586111,129,-,-,-,-,-,-,8.4,∫œ,10,-3.2,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:05,37.338056,126.586111,129,-,-,-,-,-,-,9,∫œ,10,-3.1,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:06,37.338056,126.586111,129,-,-,-,-,-,-,8.3,∫œ,10,-3.3,1032.3,-
¿Œ√µº€µµ,2022-12-04 8:07,37.338056,126.586111,129,-,-,-,-,-,-,7.7,∫œ∫œµø,23,-3.4,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:08,37.338056,126.586111,129,-,-,-,-,-,-,7.6,∫œ∫œµø,20,-3.5,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:09,37.338056,126.586111,128,-,-,-,-,-,-,8,∫œ∫œµø,22,-3.5,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:10,37.338056,126.586111,129,-,-,-,-,-,-,7.1,∫œ∫œµø,17,-3.5,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:11,37.338056,126.586111,129,-,-,-,-,-,-,7.6,∫œ∫œµø,18,-3.4,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:12,37.338056,126.586111,129,-,-,-,-,-,-,7.6,∫œ∫œµø,18,-3.4,1032,-
¿Œ√µº€µµ,2022-12-04 8:13,37.338056,126.586111,128,-,-,-,-,-,-,8.3,∫œ∫œµø,13,-3.5,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:14,37.338056,126.586111,128,-,-,-,-,-,-,8.7,∫œ,10,-3.3,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:15,37.338056,126.586111,129,-,-,-,-,-,-,7.2,∫œ∫œµø,21,-3.3,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:16,37.338056,126.586111,128,-,-,-,-,-,-,7.6,∫œ∫œµø,23,-3.3,1031.9,-
¿Œ√µº€µµ,2022-12-04 8:17,37.338056,126.586111,129,-,-,-,-,-,-,7.4,∫œ,10,-3.4,1032,-
¿Œ√µº€µµ,2022-12-04 8:18,37.338056,126.586111,129,-,-,-,-,-,-,7.2,∫œ,11,-3.4,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:19,37.338056,126.586111,128,-,-,-,-,-,-,8.5,∫œ∫œµø,12,-3.2,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:20,37.338056,126.586111,129,-,-,-,-,-,-,8.4,∫œ,11,-3.4,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:21,37.338056,126.586111,129,-,-,-,-,-,-,8.5,∫œ,11,-3.5,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:22,37.338056,126.586111,129,-,-,-,-,-,-,7.8,∫œ∫œµø,18,-3.5,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:23,37.338056,126.586111,129,-,-,-,-,-,-,7.1,∫œ∫œµø,20,-3.5,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:24,37.338056,126.586111,129,-,-,-,-,-,-,8.9,∫œ∫œµø,18,-3.4,1032.1,-
¿Œ√µº€µµ,2022-12-04 8:25,37.338056,126.586111,129,-,-,-,-,-,-,8.9,∫œ∫œµø,23,-3.4,1032.3,-
¿Œ√µº€µµ,2022-12-04 8:26,37.338056,126.586111,130,-,-,-,-,-,-,8.1,∫œ∫œµø,27,-3.5,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:27,37.338056,126.586111,130,-,-,-,-,-,-,8,∫œ∫œµø,19,-3.6,1032.3,-
¿Œ√µº€µµ,2022-12-04 8:28,37.338056,126.586111,130,-,-,-,-,-,-,9,∫œ,7,-3.5,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:29,37.338056,126.586111,131,-,-,-,-,-,-,8.1,∫œ,10,-3.4,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:30,37.338056,126.586111,132,-,-,-,-,-,-,6.9,∫œ∫œµø,12,-3.5,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:31,37.338056,126.586111,131,-,-,-,-,-,-,6.9,∫œ∫œµø,12,-3.5,1032.3,-
¿Œ√µº€µµ,2022-12-04 8:32,37.338056,126.586111,132,-,-,-,-,-,-,8.1,∫œ∫œµø,13,-3.4,1032.3,-
¿Œ√µº€µµ,2022-12-04 8:33,37.338056,126.586111,132,-,-,-,-,-,-,7.8,∫œ,11,-3.4,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:34,37.338056,126.586111,132,-,-,-,-,-,-,7.2,∫œ∫œµø,24,-3.3,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:35,37.338056,126.586111,134,-,-,-,-,-,-,7.2,∫œ∫œµø,24,-3.3,1032.3,-
¿Œ√µº€µµ,2022-12-04 8:36,37.338056,126.586111,133,-,-,-,-,-,-,8,∫œ∫œµø,19,-3.3,1032.5,-
¿Œ√µº€µµ,2022-12-04 8:37,37.338056,126.586111,134,-,-,-,-,-,-,8.2,∫œ∫œµø,16,-3.4,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:38,37.338056,126.586111,135,-,-,-,-,-,-,9.5,∫œ,10,-3.5,1032.5,-
¿Œ√µº€µµ,2022-12-04 8:39,37.338056,126.586111,136,-,-,-,-,-,-,8.6,∫œ,8,-3.6,1032.5,-
¿Œ√µº€µµ,2022-12-04 8:40,37.338056,126.586111,137,-,-,-,-,-,-,9.2,∫œ,8,-3.5,1032.5,-
¿Œ√µº€µµ,2022-12-04 8:41,37.338056,126.586111,138,-,-,-,-,-,-,10,∫œ∫œµø,13,-3.5,1032.6,-
¿Œ√µº€µµ,2022-12-04 8:42,37.338056,126.586111,138,-,-,-,-,-,-,7.6,∫œ∫œµø,19,-3.7,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:43,37.338056,126.586111,139,-,-,-,-,-,-,7.9,∫œ∫œµø,14,-3.7,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:44,37.338056,126.586111,139,-,-,-,-,-,-,8.3,∫œ∫œµø,13,-3.6,1032.7,-
¿Œ√µº€µµ,2022-12-04 8:45,37.338056,126.586111,140,-,-,-,-,-,-,8.4,∫œ∫œµø,16,-3.5,1032.5,-
¿Œ√µº€µµ,2022-12-04 8:46,37.338056,126.586111,141,-,-,-,-,-,-,9.1,∫œ,10,-3.5,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:47,37.338056,126.586111,142,-,-,-,-,-,-,9,∫œ,6,-3.6,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:48,37.338056,126.586111,142,-,-,-,-,-,-,10.5,∫œ∫œµø,14,-3.5,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:49,37.338056,126.586111,143,-,-,-,-,-,-,8.9,∫œ∫œµø,12,-3.7,1032.5,-
¿Œ√µº€µµ,2022-12-04 8:50,37.338056,126.586111,144,-,-,-,-,-,-,7.1,∫œ∫œµø,14,-3.7,1032.3,-
¿Œ√µº€µµ,2022-12-04 8:51,37.338056,126.586111,145,-,-,-,-,-,-,7.8,∫œ∫œµø,16,-3.5,1032.2,-
¿Œ√µº€µµ,2022-12-04 8:52,37.338056,126.586111,146,-,-,-,-,-,-,7.8,∫œ∫œµø,16,-3.5,1032.3,-
¿Œ√µº€µµ,2022-12-04 8:53,37.338056,126.586111,146,-,-,-,-,-,-,7.9,∫œ∫œµø,27,-3.4,1032.3,-
¿Œ√µº€µµ,2022-12-04 8:54,37.338056,126.586111,147,-,-,-,-,-,-,6.6,∫œ∫œµø,12,-3.5,1032.5,-
¿Œ√µº€µµ,2022-12-04 8:55,37.338056,126.586111,148,-,-,-,-,-,-,7.2,∫œ,7,-3.3,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:56,37.338056,126.586111,149,-,-,-,-,-,-,8.4,∫œ∫œµø,12,-3.3,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:57,37.338056,126.586111,150,-,-,-,-,-,-,7.7,∫œ∫œµø,17,-3.5,1032.4,-
¿Œ√µº€µµ,2022-12-04 8:58,37.338056,126.586111,151,-,-,-,-,-,-,8,∫œ∫œµø,28,-3.6,1032.7,-
¿Œ√µº€µµ,2022-12-04 8:59,37.338056,126.586111,150,-,-,-,-,-,-,8.1,∫œ∫œµø,25,-3.5,1032.5,-
¿Œ√µº€µµ,2022-12-04 9:00,37.338056,126.586111,152,-,-,-,-,-,-,8,∫œ∫œµø,20,-3.6,1032.5,-
¿Œ√µº€µµ,2022-12-04 9:01,37.338056,126.586111,153,-,-,-,-,-,-,8.7,∫œ∫œµø,25,-3.7,1032.5,-
¿Œ√µº€µµ,2022-12-04 9:02,37.338056,126.586111,154,-,-,-,-,-,-,8.6,∫œ∫œµø,27,-3.9,1032.6,-
¿Œ√µº€µµ,2022-12-04 9:03,37.338056,126.586111,155,-,-,-,-,-,-,8,∫œ∫œµø,29,-3.9,1032.6,-
¿Œ√µº€µµ,2022-12-04 9:04,37.338056,126.586111,156,-,-,-,-,-,-,7.3,∫œ∫œµø,28,-3.9,1032.6,-
¿Œ√µº€µµ,2022-12-04 9:05,37.338056,126.586111,157,-,-,-,-,-,-,6.8,∫œ∫œµø,28,-3.9,1032.6,-
¿Œ√µº€µµ,2022-12-04 9:06,37.338056,126.586111,159,-,-,-,-,-,-,6.3,∫œ∫œµø,25,-3.7,1032.7,-
¿Œ√µº€µµ,2022-12-04 9:07,37.338056,126.586111,159,-,-,-,-,-,-,6.3,∫œ∫œµø,25,-3.7,1032.6,-
¿Œ√µº€µµ,2022-12-04 9:08,37.338056,126.586111,160,-,-,-,-,-,-,6.6,∫œ∫œµø,21,-3.5,1032.7,-
¿Œ√µº€µµ,2022-12-04 9:09,37.338056,126.586111,162,-,-,-,-,-,-,6.9,∫œ∫œµø,33,-3.5,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:10,37.338056,126.586111,163,-,-,-,-,-,-,7.4,∫œ∫œµø,28,-3.5,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:11,37.338056,126.586111,164,-,-,-,-,-,-,7.6,∫œ∫œµø,26,-3.6,1032.7,-
¿Œ√µº€µµ,2022-12-04 9:12,37.338056,126.586111,166,-,-,-,-,-,-,7.6,∫œ∫œµø,26,-3.6,1032.7,-
¿Œ√µº€µµ,2022-12-04 9:13,37.338056,126.586111,167,-,-,-,-,-,-,7.2,∫œ∫œµø,22,-3.7,1032.7,-
¿Œ√µº€µµ,2022-12-04 9:14,37.338056,126.586111,168,-,-,-,-,-,-,6.7,∫œ∫œµø,29,-3.7,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:15,37.338056,126.586111,170,-,-,-,-,-,-,6,∫œ∫œµø,22,-3.6,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:16,37.338056,126.586111,171,-,-,-,-,-,-,6.8,∫œ∫œµø,28,-3.6,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:17,37.338056,126.586111,172,-,-,-,-,-,-,6.4,∫œ∫œµø,25,-3.6,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:18,37.338056,126.586111,174,-,-,-,-,-,-,6.8,∫œ,4,-3.6,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:19,37.338056,126.586111,176,-,-,-,-,-,-,7.2,∫œ,5,-3.5,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:20,37.338056,126.586111,177,-,-,-,-,-,-,6.5,∫œ,5,-3.5,1032.7,-
¿Œ√µº€µµ,2022-12-04 9:21,37.338056,126.586111,180,-,-,-,-,-,-,7.2,∫œ,1,-3.4,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:22,37.338056,126.586111,182,-,-,-,-,-,-,6.4,∫œ,2,-3.6,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:23,37.338056,126.586111,184,-,-,-,-,-,-,7.7,∫œ,6,-3.4,1032.9,-
¿Œ√µº€µµ,2022-12-04 9:24,37.338056,126.586111,186,-,-,-,-,-,-,7.4,∫œ,7,-3.4,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:25,37.338056,126.586111,187,-,-,-,-,-,-,5.6,∫œ∫œµø,18,-3.3,1032.9,-
¿Œ√µº€µµ,2022-12-04 9:26,37.338056,126.586111,189,-,-,-,-,-,-,5.3,∫œ∫œµø,20,-3.2,1032.9,-
¿Œ√µº€µµ,2022-12-04 9:27,37.338056,126.586111,190,-,-,-,-,-,-,6.2,∫œ∫œµø,14,-3.2,1032.9,-
¿Œ√µº€µµ,2022-12-04 9:28,37.338056,126.586111,193,-,-,-,-,-,-,8.5,∫œ,10,-3.3,1033.1,-
¿Œ√µº€µµ,2022-12-04 9:29,37.338056,126.586111,194,-,-,-,-,-,-,6.7,∫œ∫œµø,16,-3.5,1032.8,-
¿Œ√µº€µµ,2022-12-04 9:30,37.338056,126.586111,195,-,-,-,-,-,-,7.3,∫œ∫œµø,12,-3.6,1032.9,-
¿Œ√µº€µµ,2022-12-04 9:31,37.338056,126.586111,197,-,-,-,-,-,-,6.7,∫œ∫œµø,15,-3.6,1032.9,-
¿Œ√µº€µµ,2022-12-04 9:32,37.338056,126.586111,199,-,-,-,-,-,-,6.7,∫œ∫œµø,15,-3.6,1033,-
¿Œ√µº€µµ,2022-12-04 9:33,37.338056,126.586111,201,-,-,-,-,-,-,6.7,∫œ,9,-3.5,1033,-
¿Œ√µº€µµ,2022-12-04 9:34,37.338056,126.586111,203,-,-,-,-,-,-,7.5,∫œ,4,-3.4,1033,-
¿Œ√µº€µµ,2022-12-04 9:35,37.338056,126.586111,205,-,-,-,-,-,-,7.3,∫œ∫œµø,15,-3.4,1033,-
¿Œ√µº€µµ,2022-12-04 9:36,37.338056,126.586111,207,-,-,-,-,-,-,6.6,∫œ∫œµø,17,-3.5,1033.1,-
¿Œ√µº€µµ,2022-12-04 9:37,37.338056,126.586111,208,-,-,-,-,-,-,5.7,∫œ∫œµø,14,-3.6,1033,-
¿Œ√µº€µµ,2022-12-04 9:38,37.338056,126.586111,210,-,-,-,-,-,-,5.8,∫œ∫œµø,14,-3.5,1033,-
¿Œ√µº€µµ,2022-12-04 9:39,37.338056,126.586111,212,-,-,-,-,-,-,7.7,∫œ,5,-3.3,1033,-
¿Œ√µº€µµ,2022-12-04 9:40,37.338056,126.586111,214,-,-,-,-,-,-,7.1,∫œ,9,-3.4,1032.9,-
¿Œ√µº€µµ,2022-12-04 9:41,37.338056,126.586111,215,-,-,-,-,-,-,7.1,∫œ,8,-3.5,1032.9,-
¿Œ√µº€µµ,2022-12-04 9:42,37.338056,126.586111,218,-,-,-,-,-,-,7.2,∫œ∫œµø,15,-3.6,1033,-
¿Œ√µº€µµ,2022-12-04 9:43,37.338056,126.586111,219,-,-,-,-,-,-,7.2,∫œ∫œµø,15,-3.6,1033,-
¿Œ√µº€µµ,2022-12-04 9:44,37.338056,126.586111,221,-,-,-,-,-,-,6.5,∫œ,10,-3.7,1033,-
¿Œ√µº€µµ,2022-12-04 9:45,37.338056,126.586111,223,-,-,-,-,-,-,8,∫œ,359,-3.6,1033.1,-
¿Œ√µº€µµ,2022-12-04 9:46,37.338056,126.586111,225,-,-,-,-,-,-,5.9,∫œ,9,-3.6,1033,-
¿Œ√µº€µµ,2022-12-04 9:47,37.338056,126.586111,227,-,-,-,-,-,-,8.1,∫œ,8,-3.4,1033.1,-
¿Œ√µº€µµ,2022-12-04 9:48,37.338056,126.586111,228,-,-,-,-,-,-,6.3,∫œ∫œµø,12,-3.5,1033,-
¿Œ√µº€µµ,2022-12-04 9:49,37.338056,126.586111,230,-,-,-,-,-,-,6.5,∫œ∫œµø,14,-3.5,1033.1,-
¿Œ√µº€µµ,2022-12-04 9:50,37.338056,126.586111,233,-,-,-,-,-,-,7.2,∫œ∫œµø,20,-3.4,1033.1,-
¿Œ√µº€µµ,2022-12-04 9:51,37.338056,126.586111,234,-,-,-,-,-,-,7,∫œ∫œµø,19,-3.4,1033.1,-
¿Œ√µº€µµ,2022-12-04 9:52,37.338056,126.586111,236,-,-,-,-,-,-,5.8,∫œ∫œµø,19,-3.5,1033.1,-
¿Œ√µº€µµ,2022-12-04 9:53,37.338056,126.586111,237,-,-,-,-,-,-,6.3,∫œ∫œµø,12,-3.4,1033.2,-
¿Œ√µº€µµ,2022-12-04 9:54,37.338056,126.586111,239,-,-,-,-,-,-,5.9,∫œ∫œµø,20,-3.2,1033.2,-
¿Œ√µº€µµ,2022-12-04 9:55,37.338056,126.586111,241,-,-,-,-,-,-,6.4,∫œ,10,-3.3,1033.1,-
¿Œ√µº€µµ,2022-12-04 9:56,37.338056,126.586111,243,-,-,-,-,-,-,7.5,∫œ∫œµø,14,-3.2,1033.2,-
