∞¸√¯º“∏Ì,∞¸√¯Ω√∞£,¿ßµµ,∞Êµµ,¡∂¿ß(cm),ºˆø¬(°…),ø∞∫–(PSU),¿Ø¿«∆ƒ∞Ì(m),¿Ø¿«∆ƒ¡÷±‚(sec),√÷¥Î∆ƒ∞Ì(m),√÷¥Î∆ƒ¡÷±‚(sec),«≥º”(m/s),,«≥«‚(deg),±‚ø¬(°…),±‚æ–(hPa),Ω√¡§(m)
¿Œ√µ,2022-12-08 17:11,37.451944,126.592222,849,8.8,29.6,-,-,-,-,1.5,≥≤º≠,226,7.2,1024.9,-
¿Œ√µ,2022-12-08 17:12,37.451944,126.592222,849,8.8,29.6,-,-,-,-,1.3,≥≤º≠,218,7.2,1024.9,-
¿Œ√µ,2022-12-08 17:13,37.451944,126.592222,849,8.8,29.6,-,-,-,-,1.4,≥≤º≠,220,7.2,1024.9,-
¿Œ√µ,2022-12-08 17:14,37.451944,126.592222,848,8.8,29.6,-,-,-,-,1.5,º≠≥≤º≠,240,7.2,1024.9,-
¿Œ√µ,2022-12-08 17:15,37.451944,126.592222,848,8.8,29.6,-,-,-,-,1.2,≥≤º≠,229,7.2,1024.9,-
¿Œ√µ,2022-12-08 17:16,37.451944,126.592222,848,8.8,29.6,-,-,-,-,0.9,≥≤º≠,233,7.2,1024.8,-
¿Œ√µ,2022-12-08 17:17,37.451944,126.592222,848,8.8,29.6,-,-,-,-,0.8,≥≤º≠,228,7.2,1024.9,-
¿Œ√µ,2022-12-08 17:18,37.451944,126.592222,848,8.8,29.6,-,-,-,-,1.3,º≠≥≤º≠,238,7.2,1024.8,-
¿Œ√µ,2022-12-08 17:19,37.451944,126.592222,848,8.7,29.6,-,-,-,-,1.3,º≠≥≤º≠,250,7.2,1024.9,-
¿Œ√µ,2022-12-08 17:20,37.451944,126.592222,848,8.7,29.7,-,-,-,-,1.1,º≠≥≤º≠,254,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:21,37.451944,126.592222,847,8.7,29.6,-,-,-,-,1.2,≥≤º≠,233,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:22,37.451944,126.592222,848,8.7,29.7,-,-,-,-,1.1,≥≤º≠,231,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:23,37.451944,126.592222,847,8.7,29.7,-,-,-,-,1.4,≥≤º≠,229,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:24,37.451944,126.592222,847,8.7,29.7,-,-,-,-,1.3,≥≤º≠,233,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:25,37.451944,126.592222,847,8.7,29.7,-,-,-,-,1.3,≥≤º≠,233,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:26,37.451944,126.592222,846,8.7,29.7,-,-,-,-,1.5,≥≤º≠,235,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:27,37.451944,126.592222,846,8.7,29.7,-,-,-,-,1.4,≥≤º≠,234,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:28,37.451944,126.592222,845,8.7,29.7,-,-,-,-,1.3,º≠≥≤º≠,251,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:29,37.451944,126.592222,845,8.7,29.6,-,-,-,-,1.3,º≠≥≤º≠,239,7.1,1025,-
¿Œ√µ,2022-12-08 17:30,37.451944,126.592222,845,8.7,29.7,-,-,-,-,1.2,≥≤º≠,226,7.1,1025,-
¿Œ√µ,2022-12-08 17:31,37.451944,126.592222,844,8.7,29.7,-,-,-,-,1.4,≥≤º≠,225,7.1,1025,-
¿Œ√µ,2022-12-08 17:32,37.451944,126.592222,844,8.7,29.7,-,-,-,-,1.1,≥≤º≠,223,7.1,1025,-
¿Œ√µ,2022-12-08 17:33,37.451944,126.592222,843,8.7,29.7,-,-,-,-,1.3,≥≤º≠,232,7.1,1025,-
¿Œ√µ,2022-12-08 17:34,37.451944,126.592222,843,8.7,29.7,-,-,-,-,1.2,≥≤º≠,235,7.1,1025,-
¿Œ√µ,2022-12-08 17:35,37.451944,126.592222,842,8.7,29.7,-,-,-,-,0.6,≥≤º≠,232,7.1,1025,-
¿Œ√µ,2022-12-08 17:36,37.451944,126.592222,842,8.7,29.7,-,-,-,-,0.9,≥≤≥≤º≠,212,7.1,1025,-
¿Œ√µ,2022-12-08 17:37,37.451944,126.592222,841,8.7,29.7,-,-,-,-,1.3,≥≤º≠,219,7.1,1025,-
¿Œ√µ,2022-12-08 17:38,37.451944,126.592222,840,8.8,29.6,-,-,-,-,1.2,≥≤º≠,217,7.1,1025,-
¿Œ√µ,2022-12-08 17:39,37.451944,126.592222,839,8.8,29.6,-,-,-,-,1.1,≥≤º≠,216,7.1,1025,-
¿Œ√µ,2022-12-08 17:40,37.451944,126.592222,838,8.7,29.7,-,-,-,-,1,≥≤≥≤º≠,210,7.1,1025,-
¿Œ√µ,2022-12-08 17:41,37.451944,126.592222,838,8.7,29.7,-,-,-,-,1.1,≥≤º≠,221,7.1,1025,-
¿Œ√µ,2022-12-08 17:42,37.451944,126.592222,837,8.7,29.7,-,-,-,-,1.5,≥≤º≠,223,7.1,1025,-
¿Œ√µ,2022-12-08 17:43,37.451944,126.592222,836,8.7,29.7,-,-,-,-,1.1,≥≤º≠,220,7.1,1025,-
¿Œ√µ,2022-12-08 17:44,37.451944,126.592222,835,8.8,29.7,-,-,-,-,1.5,≥≤º≠,218,7.1,1025,-
¿Œ√µ,2022-12-08 17:45,37.451944,126.592222,834,8.8,29.7,-,-,-,-,1.3,≥≤º≠,214,7.1,1025,-
¿Œ√µ,2022-12-08 17:46,37.451944,126.592222,833,8.8,29.6,-,-,-,-,1.4,≥≤º≠,226,7.1,1025,-
¿Œ√µ,2022-12-08 17:47,37.451944,126.592222,833,8.7,29.7,-,-,-,-,1.3,≥≤º≠,214,7.1,1025,-
¿Œ√µ,2022-12-08 17:48,37.451944,126.592222,832,8.8,29.7,-,-,-,-,1.3,≥≤º≠,223,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:49,37.451944,126.592222,831,8.8,29.6,-,-,-,-,1.3,≥≤≥≤º≠,212,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:50,37.451944,126.592222,830,8.8,29.6,-,-,-,-,1.1,≥≤≥≤º≠,210,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:51,37.451944,126.592222,829,8.8,29.6,-,-,-,-,0.9,≥≤º≠,216,7.1,1024.9,-
¿Œ√µ,2022-12-08 17:52,37.451944,126.592222,828,8.8,29.6,-,-,-,-,1.2,≥≤º≠,219,7,1024.9,-
¿Œ√µ,2022-12-08 17:53,37.451944,126.592222,827,8.8,29.6,-,-,-,-,1.2,≥≤º≠,219,7,1024.9,-
¿Œ√µ,2022-12-08 17:54,37.451944,126.592222,826,8.8,29.7,-,-,-,-,1,≥≤º≠,220,7,1024.9,-
¿Œ√µ,2022-12-08 17:55,37.451944,126.592222,825,8.8,29.7,-,-,-,-,1.2,≥≤º≠,222,7,1024.9,-
¿Œ√µ,2022-12-08 17:56,37.451944,126.592222,824,8.7,29.7,-,-,-,-,1.1,≥≤º≠,222,7,1024.9,-
¿Œ√µ,2022-12-08 17:57,37.451944,126.592222,823,8.8,29.7,-,-,-,-,1,≥≤º≠,220,7,1025,-
¿Œ√µ,2022-12-08 17:58,37.451944,126.592222,821,8.8,29.7,-,-,-,-,0.9,≥≤º≠,225,7,1025,-
¿Œ√µ,2022-12-08 17:59,37.451944,126.592222,820,8.8,29.6,-,-,-,-,0.8,º≠≥≤º≠,241,7,1025,-
¿Œ√µ,2022-12-08 18:00,37.451944,126.592222,819,8.8,29.6,-,-,-,-,1,º≠≥≤º≠,244,7,1025,-
¿Œ√µ,2022-12-08 18:01,37.451944,126.592222,818,8.8,29.6,-,-,-,-,0.9,≥≤º≠,233,7,1025,-
¿Œ√µ,2022-12-08 18:02,37.451944,126.592222,816,8.8,29.6,-,-,-,-,0.7,≥≤º≠,221,7,1025,-
¿Œ√µ,2022-12-08 18:03,37.451944,126.592222,815,8.8,29.7,-,-,-,-,1,≥≤≥≤º≠,213,7,1025,-
¿Œ√µ,2022-12-08 18:04,37.451944,126.592222,813,8.8,29.7,-,-,-,-,0.9,≥≤≥≤º≠,210,7,1025,-
¿Œ√µ,2022-12-08 18:05,37.451944,126.592222,812,8.8,29.7,-,-,-,-,1,≥≤≥≤º≠,199,7,1025,-
¿Œ√µ,2022-12-08 18:06,37.451944,126.592222,811,8.8,29.7,-,-,-,-,1.2,≥≤≥≤º≠,201,7,1025,-
¿Œ√µ,2022-12-08 18:07,37.451944,126.592222,809,8.8,29.7,-,-,-,-,1.1,≥≤≥≤º≠,194,7,1025,-
¿Œ√µ,2022-12-08 18:08,37.451944,126.592222,808,8.8,29.6,-,-,-,-,1.2,≥≤≥≤º≠,193,7,1025,-
¿Œ√µ,2022-12-08 18:09,37.451944,126.592222,806,8.8,29.6,-,-,-,-,1,≥≤≥≤º≠,197,7,1025,-
¿Œ√µ,2022-12-08 18:10,37.451944,126.592222,804,8.8,29.6,-,-,-,-,1.1,≥≤≥≤º≠,196,7,1025,-
¿Œ√µ,2022-12-08 18:11,37.451944,126.592222,803,8.8,29.7,-,-,-,-,1.1,≥≤≥≤º≠,199,7,1025,-
¿Œ√µ,2022-12-08 18:12,37.451944,126.592222,801,8.8,29.6,-,-,-,-,0.9,≥≤≥≤º≠,200,7,1025,-
¿Œ√µ,2022-12-08 18:13,37.451944,126.592222,799,8.8,29.7,-,-,-,-,0.8,≥≤≥≤º≠,197,7,1025,-
¿Œ√µ,2022-12-08 18:14,37.451944,126.592222,798,8.8,29.6,-,-,-,-,0.6,≥≤º≠,215,7,1025,-
¿Œ√µ,2022-12-08 18:15,37.451944,126.592222,796,8.8,29.6,-,-,-,-,0.9,≥≤º≠,222,7,1025,-
¿Œ√µ,2022-12-08 18:16,37.451944,126.592222,794,8.8,29.6,-,-,-,-,0.8,≥≤º≠,229,7,1025,-
¿Œ√µ,2022-12-08 18:17,37.451944,126.592222,792,8.8,29.6,-,-,-,-,0.7,≥≤º≠,222,7,1025,-
¿Œ√µ,2022-12-08 18:18,37.451944,126.592222,791,8.8,29.6,-,-,-,-,0.9,≥≤º≠,214,7,1025,-
¿Œ√µ,2022-12-08 18:19,37.451944,126.592222,789,8.8,29.6,-,-,-,-,0.9,≥≤º≠,216,7,1024.9,-
¿Œ√µ,2022-12-08 18:20,37.451944,126.592222,787,8.8,29.6,-,-,-,-,1,≥≤≥≤º≠,192,7,1024.9,-
¿Œ√µ,2022-12-08 18:21,37.451944,126.592222,785,8.8,29.6,-,-,-,-,0.9,≥≤,188,7,1024.9,-
¿Œ√µ,2022-12-08 18:22,37.451944,126.592222,783,8.8,29.6,-,-,-,-,1.1,≥≤≥≤º≠,207,7,1024.9,-
¿Œ√µ,2022-12-08 18:23,37.451944,126.592222,782,8.8,29.6,-,-,-,-,1.1,≥≤º≠,221,7,1025,-
¿Œ√µ,2022-12-08 18:24,37.451944,126.592222,780,8.8,29.6,-,-,-,-,0.7,≥≤º≠,219,7,1024.9,-
¿Œ√µ,2022-12-08 18:25,37.451944,126.592222,778,8.8,29.6,-,-,-,-,0.7,≥≤º≠,224,7,1025,-
¿Œ√µ,2022-12-08 18:26,37.451944,126.592222,776,8.8,29.6,-,-,-,-,0.5,≥≤≥≤º≠,213,7,1025,-
¿Œ√µ,2022-12-08 18:27,37.451944,126.592222,774,8.8,29.6,-,-,-,-,0.5,≥≤º≠,228,7,1024.9,-
¿Œ√µ,2022-12-08 18:28,37.451944,126.592222,772,8.8,29.6,-,-,-,-,0.4,º≠≥≤º≠,238,7,1024.9,-
¿Œ√µ,2022-12-08 18:29,37.451944,126.592222,770,8.8,29.6,-,-,-,-,0,∫œ,0,7,1024.9,-
¿Œ√µ,2022-12-08 18:30,37.451944,126.592222,768,8.8,29.6,-,-,-,-,0.1,≥≤≥≤º≠,201,7,1024.9,-
¿Œ√µ,2022-12-08 18:31,37.451944,126.592222,766,8.8,29.6,-,-,-,-,0.9,≥≤º≠,217,7,1024.9,-
¿Œ√µ,2022-12-08 18:32,37.451944,126.592222,764,8.8,29.6,-,-,-,-,0.8,≥≤º≠,219,7,1024.9,-
¿Œ√µ,2022-12-08 18:33,37.451944,126.592222,762,8.8,29.6,-,-,-,-,0.6,≥≤≥≤º≠,210,7,1024.9,-
¿Œ√µ,2022-12-08 18:34,37.451944,126.592222,760,8.8,29.6,-,-,-,-,0.5,≥≤≥≤º≠,203,7,1024.9,-
¿Œ√µ,2022-12-08 18:35,37.451944,126.592222,758,8.8,29.6,-,-,-,-,0.7,≥≤º≠,230,7,1024.9,-
¿Œ√µ,2022-12-08 18:36,37.451944,126.592222,756,8.8,29.6,-,-,-,-,0.6,≥≤º≠,225,7,1024.9,-
¿Œ√µ,2022-12-08 18:37,37.451944,126.592222,754,8.8,29.6,-,-,-,-,0.8,≥≤º≠,220,7,1024.9,-
¿Œ√µ,2022-12-08 18:38,37.451944,126.592222,752,8.8,29.6,-,-,-,-,0.7,≥≤≥≤º≠,195,7,1024.8,-
¿Œ√µ,2022-12-08 18:39,37.451944,126.592222,750,8.8,29.6,-,-,-,-,1.1,≥≤≥≤µø,167,7,1024.8,-
¿Œ√µ,2022-12-08 18:40,37.451944,126.592222,747,8.8,29.6,-,-,-,-,1,≥≤,183,7,1024.8,-
¿Œ√µ,2022-12-08 18:41,37.451944,126.592222,745,8.8,29.6,-,-,-,-,1.1,≥≤,181,7,1024.8,-
¿Œ√µ,2022-12-08 18:42,37.451944,126.592222,743,8.7,29.6,-,-,-,-,1.2,≥≤≥≤º≠,193,7,1024.8,-
¿Œ√µ,2022-12-08 18:43,37.451944,126.592222,741,8.8,29.6,-,-,-,-,1.2,≥≤,184,7,1024.8,-
¿Œ√µ,2022-12-08 18:44,37.451944,126.592222,739,8.8,29.6,-,-,-,-,1,≥≤,189,7,1024.8,-
¿Œ√µ,2022-12-08 18:45,37.451944,126.592222,736,8.8,29.6,-,-,-,-,1,≥≤≥≤º≠,208,7,1024.8,-
¿Œ√µ,2022-12-08 18:46,37.451944,126.592222,734,8.8,29.6,-,-,-,-,0.9,≥≤≥≤º≠,211,7,1024.8,-
¿Œ√µ,2022-12-08 18:47,37.451944,126.592222,732,8.8,29.6,-,-,-,-,0.8,≥≤≥≤º≠,204,7,1024.8,-
¿Œ√µ,2022-12-08 18:48,37.451944,126.592222,730,8.8,29.6,-,-,-,-,0.7,≥≤≥≤º≠,196,7,1024.8,-
¿Œ√µ,2022-12-08 18:49,37.451944,126.592222,728,8.8,29.6,-,-,-,-,0.9,≥≤,191,7,1024.8,-
¿Œ√µ,2022-12-08 18:50,37.451944,126.592222,725,8.8,29.6,-,-,-,-,1,≥≤≥≤º≠,200,7,1024.8,-
¿Œ√µ,2022-12-08 18:51,37.451944,126.592222,723,8.8,29.6,-,-,-,-,0.6,≥≤≥≤º≠,209,7,1024.8,-
¿Œ√µ,2022-12-08 18:52,37.451944,126.592222,721,8.8,29.5,-,-,-,-,0.7,≥≤≥≤º≠,208,7,1024.7,-
¿Œ√µ,2022-12-08 18:53,37.451944,126.592222,718,8.9,29.5,-,-,-,-,0.5,≥≤≥≤º≠,196,7.1,1024.8,-
¿Œ√µ,2022-12-08 18:54,37.451944,126.592222,716,8.9,29.5,-,-,-,-,0.5,≥≤,171,7,1024.8,-
¿Œ√µ,2022-12-08 18:55,37.451944,126.592222,714,8.9,29.5,-,-,-,-,0.5,≥≤,174,7,1024.8,-
¿Œ√µ,2022-12-08 18:56,37.451944,126.592222,712,8.9,29.5,-,-,-,-,0.7,≥≤,186,7,1024.8,-
¿Œ√µ,2022-12-08 18:57,37.451944,126.592222,709,8.9,29.5,-,-,-,-,0.6,≥≤,191,7,1024.8,-
¿Œ√µ,2022-12-08 18:58,37.451944,126.592222,707,8.9,29.5,-,-,-,-,0.7,≥≤,173,7,1024.8,-
¿Œ√µ,2022-12-08 18:59,37.451944,126.592222,704,8.8,29.6,-,-,-,-,1,≥≤,177,7,1024.8,-
¿Œ√µ,2022-12-08 19:00,37.451944,126.592222,702,8.8,29.6,-,-,-,-,1.2,≥≤,186,7,1024.8,-
¿Œ√µ,2022-12-08 19:01,37.451944,126.592222,699,8.8,29.6,-,-,-,-,1.2,≥≤≥≤º≠,200,7,1024.8,-
¿Œ√µ,2022-12-08 19:02,37.451944,126.592222,697,8.8,29.6,-,-,-,-,0.9,≥≤≥≤º≠,201,6.9,1024.8,-
¿Œ√µ,2022-12-08 19:03,37.451944,126.592222,695,8.8,29.5,-,-,-,-,1,≥≤,184,6.9,1024.8,-
¿Œ√µ,2022-12-08 19:04,37.451944,126.592222,692,8.8,29.5,-,-,-,-,1.1,≥≤≥≤º≠,198,7,1024.8,-
¿Œ√µ,2022-12-08 19:05,37.451944,126.592222,690,8.8,29.5,-,-,-,-,0.9,≥≤≥≤º≠,205,7,1024.8,-
¿Œ√µ,2022-12-08 19:06,37.451944,126.592222,688,8.9,29.5,-,-,-,-,1,≥≤º≠,215,7,1024.8,-
¿Œ√µ,2022-12-08 19:07,37.451944,126.592222,685,8.8,29.5,-,-,-,-,1.4,≥≤º≠,215,6.9,1024.8,-
¿Œ√µ,2022-12-08 19:08,37.451944,126.592222,683,8.9,29.5,-,-,-,-,1.4,≥≤º≠,216,7,1024.8,-
¿Œ√µ,2022-12-08 19:09,37.451944,126.592222,681,8.9,29.5,-,-,-,-,1.3,≥≤º≠,218,7,1024.8,-
¿Œ√µ,2022-12-08 19:10,37.451944,126.592222,678,8.8,29.5,-,-,-,-,1.2,≥≤º≠,225,7,1024.8,-
¿Œ√µ,2022-12-08 19:11,37.451944,126.592222,676,8.8,29.5,-,-,-,-,1.4,≥≤º≠,221,7,1024.8,-
¿Œ√µ,2022-12-08 19:12,37.451944,126.592222,674,8.9,29.5,-,-,-,-,1.4,≥≤º≠,218,7,1024.8,-
¿Œ√µ,2022-12-08 19:13,37.451944,126.592222,671,8.9,29.5,-,-,-,-,1.3,≥≤º≠,217,7,1024.8,-
¿Œ√µ,2022-12-08 19:14,37.451944,126.592222,669,8.9,29.5,-,-,-,-,1.2,≥≤º≠,218,7,1024.8,-
¿Œ√µ,2022-12-08 19:15,37.451944,126.592222,666,8.9,29.5,-,-,-,-,1.2,≥≤º≠,216,7,1024.8,-
¿Œ√µ,2022-12-08 19:16,37.451944,126.592222,664,8.9,29.5,-,-,-,-,1,≥≤º≠,216,7,1024.8,-
¿Œ√µ,2022-12-08 19:17,37.451944,126.592222,661,8.9,29.5,-,-,-,-,1.3,≥≤º≠,219,7,1024.8,-
¿Œ√µ,2022-12-08 19:18,37.451944,126.592222,659,8.9,29.5,-,-,-,-,1.4,≥≤º≠,222,7,1024.8,-
¿Œ√µ,2022-12-08 19:19,37.451944,126.592222,657,8.9,29.5,-,-,-,-,1.3,≥≤,191,7.1,1024.8,-
¿Œ√µ,2022-12-08 19:20,37.451944,126.592222,654,8.9,29.5,-,-,-,-,1.6,≥≤≥≤º≠,197,7.1,1024.8,-
¿Œ√µ,2022-12-08 19:21,37.451944,126.592222,652,8.9,29.5,-,-,-,-,1.2,≥≤≥≤º≠,197,7.1,1024.8,-
¿Œ√µ,2022-12-08 19:22,37.451944,126.592222,649,8.9,29.5,-,-,-,-,1.4,≥≤≥≤º≠,209,7.1,1024.8,-
¿Œ√µ,2022-12-08 19:23,37.451944,126.592222,647,8.9,29.5,-,-,-,-,1.3,≥≤≥≤º≠,204,7.1,1024.8,-
¿Œ√µ,2022-12-08 19:24,37.451944,126.592222,644,8.9,29.5,-,-,-,-,0.9,≥≤,189,7.1,1024.8,-
¿Œ√µ,2022-12-08 19:25,37.451944,126.592222,642,8.9,29.5,-,-,-,-,1.3,≥≤,176,7.1,1024.8,-
¿Œ√µ,2022-12-08 19:26,37.451944,126.592222,639,8.9,29.5,-,-,-,-,0.9,≥≤,191,7.1,1024.8,-
¿Œ√µ,2022-12-08 19:27,37.451944,126.592222,636,8.9,29.5,-,-,-,-,1,≥≤,176,7,1024.8,-
¿Œ√µ,2022-12-08 19:28,37.451944,126.592222,634,8.8,29.5,-,-,-,-,1.2,≥≤≥≤µø,164,7,1024.8,-
¿Œ√µ,2022-12-08 19:29,37.451944,126.592222,631,8.8,29.5,-,-,-,-,1.3,≥≤,171,7,1024.8,-
¿Œ√µ,2022-12-08 19:30,37.451944,126.592222,629,8.8,29.5,-,-,-,-,1.3,≥≤≥≤µø,164,7,1024.8,-
¿Œ√µ,2022-12-08 19:31,37.451944,126.592222,626,8.8,29.5,-,-,-,-,1.1,≥≤,172,6.9,1024.8,-
¿Œ√µ,2022-12-08 19:32,37.451944,126.592222,624,8.9,29.4,-,-,-,-,1.1,≥≤,175,6.9,1024.8,-
¿Œ√µ,2022-12-08 19:33,37.451944,126.592222,621,8.9,29.4,-,-,-,-,0.8,≥≤,174,6.9,1024.9,-
¿Œ√µ,2022-12-08 19:34,37.451944,126.592222,619,8.9,29.4,-,-,-,-,0.7,≥≤,182,6.9,1024.9,-
¿Œ√µ,2022-12-08 19:35,37.451944,126.592222,616,8.9,29.4,-,-,-,-,0.8,≥≤º≠,215,6.9,1024.9,-
¿Œ√µ,2022-12-08 19:36,37.451944,126.592222,614,8.9,29.4,-,-,-,-,1,≥≤≥≤µø,163,6.9,1024.9,-
¿Œ√µ,2022-12-08 19:37,37.451944,126.592222,611,8.9,29.4,-,-,-,-,0.9,≥≤≥≤µø,155,6.9,1024.9,-
¿Œ√µ,2022-12-08 19:38,37.451944,126.592222,609,8.9,29.4,-,-,-,-,0.9,≥≤≥≤µø,158,6.9,1024.9,-
¿Œ√µ,2022-12-08 19:39,37.451944,126.592222,606,8.9,29.4,-,-,-,-,0.9,≥≤≥≤µø,150,6.8,1024.9,-
¿Œ√µ,2022-12-08 19:40,37.451944,126.592222,603,8.9,29.4,-,-,-,-,1,≥≤≥≤µø,153,6.8,1024.9,-
¿Œ√µ,2022-12-08 19:41,37.451944,126.592222,601,8.9,29.4,-,-,-,-,0.9,≥≤µø,143,6.8,1024.9,-
¿Œ√µ,2022-12-08 19:42,37.451944,126.592222,598,8.9,29.4,-,-,-,-,1.1,≥≤≥≤µø,149,6.7,1024.9,-
¿Œ√µ,2022-12-08 19:43,37.451944,126.592222,596,8.9,29.4,-,-,-,-,1.1,≥≤≥≤µø,147,6.7,1024.9,-
¿Œ√µ,2022-12-08 19:44,37.451944,126.592222,593,8.9,29.4,-,-,-,-,1.1,≥≤≥≤µø,153,6.6,1025,-
¿Œ√µ,2022-12-08 19:45,37.451944,126.592222,590,8.9,29.4,-,-,-,-,0.9,≥≤µø,144,6.6,1024.9,-
¿Œ√µ,2022-12-08 19:46,37.451944,126.592222,588,8.9,29.4,-,-,-,-,1.1,≥≤≥≤µø,147,6.6,1024.9,-
¿Œ√µ,2022-12-08 19:47,37.451944,126.592222,585,8.9,29.4,-,-,-,-,1.2,≥≤µø,136,6.5,1024.9,-
¿Œ√µ,2022-12-08 19:48,37.451944,126.592222,583,8.9,29.4,-,-,-,-,1,≥≤µø,127,6.5,1024.9,-
¿Œ√µ,2022-12-08 19:49,37.451944,126.592222,580,8.9,29.4,-,-,-,-,1,µø≥≤µø,117,6.5,1024.9,-
¿Œ√µ,2022-12-08 19:50,37.451944,126.592222,577,8.8,29.4,-,-,-,-,1,µø≥≤µø,104,6.4,1024.9,-
¿Œ√µ,2022-12-08 19:51,37.451944,126.592222,575,8.8,29.4,-,-,-,-,0.9,µø,100,6.4,1024.9,-
¿Œ√µ,2022-12-08 19:52,37.451944,126.592222,572,8.8,29.4,-,-,-,-,0.9,µø,95,6.4,1024.9,-
¿Œ√µ,2022-12-08 19:53,37.451944,126.592222,569,8.8,29.4,-,-,-,-,1,µø,80,6.3,1024.9,-
¿Œ√µ,2022-12-08 19:54,37.451944,126.592222,567,8.8,29.4,-,-,-,-,1,µø,84,6.3,1024.9,-
¿Œ√µ,2022-12-08 19:55,37.451944,126.592222,564,8.8,29.4,-,-,-,-,1.4,µø,89,6.2,1024.9,-
¿Œ√µ,2022-12-08 19:56,37.451944,126.592222,562,8.8,29.4,-,-,-,-,1.5,µø,91,6.2,1024.9,-
¿Œ√µ,2022-12-08 19:57,37.451944,126.592222,559,8.8,29.4,-,-,-,-,1.3,µø,82,6.1,1024.9,-
¿Œ√µ,2022-12-08 19:58,37.451944,126.592222,556,8.9,29.4,-,-,-,-,1.1,µø,83,6.1,1024.9,-
¿Œ√µ,2022-12-08 19:59,37.451944,126.592222,554,8.9,29.4,-,-,-,-,1.2,µø,81,6,1024.9,-
¿Œ√µ,2022-12-08 20:00,37.451944,126.592222,551,8.9,29.4,-,-,-,-,1.3,µø,90,6,1024.9,-
¿Œ√µ,2022-12-08 20:01,37.451944,126.592222,549,8.9,29.4,-,-,-,-,1,µø,97,6,1024.9,-
¿Œ√µ,2022-12-08 20:02,37.451944,126.592222,546,8.9,29.4,-,-,-,-,1.1,µø,89,5.9,1024.8,-
¿Œ√µ,2022-12-08 20:03,37.451944,126.592222,543,8.9,29.4,-,-,-,-,1.5,µø,85,5.9,1024.9,-
¿Œ√µ,2022-12-08 20:04,37.451944,126.592222,541,8.9,29.4,-,-,-,-,1.3,µø,80,5.9,1024.9,-
¿Œ√µ,2022-12-08 20:05,37.451944,126.592222,538,8.9,29.4,-,-,-,-,0.9,µø∫œµø,75,5.8,1024.9,-
¿Œ√µ,2022-12-08 20:06,37.451944,126.592222,536,8.9,29.4,-,-,-,-,0.7,µø,80,5.8,1024.9,-
¿Œ√µ,2022-12-08 20:07,37.451944,126.592222,533,8.9,29.4,-,-,-,-,0.8,µø,80,5.8,1024.9,-
¿Œ√µ,2022-12-08 20:08,37.451944,126.592222,531,8.9,29.4,-,-,-,-,0.9,µø,84,5.7,1024.9,-
¿Œ√µ,2022-12-08 20:09,37.451944,126.592222,528,8.9,29.4,-,-,-,-,0.8,µø,88,5.7,1024.9,-
¿Œ√µ,2022-12-08 20:10,37.451944,126.592222,526,8.9,29.4,-,-,-,-,0.9,µø,88,5.7,1024.9,-
¿Œ√µ,2022-12-08 20:11,37.451944,126.592222,523,8.9,29.4,-,-,-,-,0.9,µø,90,5.7,1024.9,-
¿Œ√µ,2022-12-08 20:12,37.451944,126.592222,520,8.9,29.4,-,-,-,-,0.9,µø,90,5.6,1024.9,-
¿Œ√µ,2022-12-08 20:13,37.451944,126.592222,518,8.9,29.4,-,-,-,-,0.9,µø,91,5.6,1024.9,-
¿Œ√µ,2022-12-08 20:14,37.451944,126.592222,516,8.9,29.4,-,-,-,-,1,µø,91,5.6,1024.8,-
¿Œ√µ,2022-12-08 20:15,37.451944,126.592222,513,8.9,29.4,-,-,-,-,1.1,µø,91,5.6,1024.8,-
¿Œ√µ,2022-12-08 20:16,37.451944,126.592222,511,8.9,29.4,-,-,-,-,1.1,µø,91,5.6,1024.9,-
¿Œ√µ,2022-12-08 20:17,37.451944,126.592222,508,8.9,29.3,-,-,-,-,0.9,µø,85,5.5,1024.8,-
¿Œ√µ,2022-12-08 20:18,37.451944,126.592222,506,8.9,29.4,-,-,-,-,1,µø,80,5.5,1024.8,-
¿Œ√µ,2022-12-08 20:19,37.451944,126.592222,503,8.9,29.3,-,-,-,-,1.1,µø∫œµø,78,5.5,1024.8,-
¿Œ√µ,2022-12-08 20:20,37.451944,126.592222,500,8.9,29.3,-,-,-,-,1.1,µø∫œµø,78,5.5,1024.8,-
¿Œ√µ,2022-12-08 20:21,37.451944,126.592222,498,8.9,29.3,-,-,-,-,1,µø∫œµø,77,5.5,1024.8,-
¿Œ√µ,2022-12-08 20:22,37.451944,126.592222,495,8.9,29.3,-,-,-,-,1,µø,79,5.5,1024.8,-
¿Œ√µ,2022-12-08 20:23,37.451944,126.592222,493,9,29.3,-,-,-,-,0.9,µø∫œµø,77,5.5,1024.8,-
