包螟家疙,包螟矫埃,困档,版档,炼困(cm),荐柯(∩),堪盒(PSU),蜡狼颇绊(m),蜡狼颇林扁(sec),弥措颇绊(m),弥措颇林扁(sec),浅加(m/s),,浅氢(deg),扁柯(∩),扁拘(hPa),矫沥(m)
傣利档,2022-12-02 8:27,37.226333,126.156556,328,-,-,-,-,-,-,2,合悼,43,-2.2,1032.2,-
傣利档,2022-12-02 8:28,37.226333,126.156556,329,-,-,-,-,-,-,1.8,合悼,53,-2.2,1032.2,-
傣利档,2022-12-02 8:29,37.226333,126.156556,331,-,-,-,-,-,-,3.8,悼,81,-2.1,1032.3,-
傣利档,2022-12-02 8:30,37.226333,126.156556,332,-,-,-,-,-,-,3.1,悼合悼,64,-2.1,1032.3,-
傣利档,2022-12-02 8:31,37.226333,126.156556,333,-,-,-,-,-,-,3.3,悼合悼,57,-2.1,1032.3,-
傣利档,2022-12-02 8:32,37.226333,126.156556,335,-,-,-,-,-,-,3.4,合悼,52,-2.1,1032.4,-
傣利档,2022-12-02 8:33,37.226333,126.156556,336,-,-,-,-,-,-,3.2,悼合悼,74,-2.1,1032.4,-
傣利档,2022-12-02 8:34,37.226333,126.156556,337,-,-,-,-,-,-,3.4,悼合悼,66,-2.2,1032.4,-
傣利档,2022-12-02 8:35,37.226333,126.156556,339,-,-,-,-,-,-,2.7,合悼,39,-2.3,1032.4,-
傣利档,2022-12-02 8:36,37.226333,126.156556,340,-,-,-,-,-,-,3.4,悼合悼,69,-2.3,1032.4,-
傣利档,2022-12-02 8:37,37.226333,126.156556,341,-,-,-,-,-,-,3.8,悼,79,-2.3,1032.4,-
傣利档,2022-12-02 8:38,37.226333,126.156556,343,-,-,-,-,-,-,2.2,悼,83,-2.3,1032.4,-
傣利档,2022-12-02 8:39,37.226333,126.156556,344,-,-,-,-,-,-,2,悼合悼,77,-2.2,1032.4,-
傣利档,2022-12-02 8:40,37.226333,126.156556,346,-,-,-,-,-,-,2,悼,90,-2.2,1032.4,-
傣利档,2022-12-02 8:41,37.226333,126.156556,348,-,-,-,-,-,-,1.1,巢悼,125,-2.2,1032.4,-
傣利档,2022-12-02 8:42,37.226333,126.156556,350,-,-,-,-,-,-,3.4,悼,82,-2.2,1032.4,-
傣利档,2022-12-02 8:43,37.226333,126.156556,352,-,-,-,-,-,-,3.4,悼合悼,61,-2.1,1032.4,-
傣利档,2022-12-02 8:44,37.226333,126.156556,354,-,-,-,-,-,-,3.3,悼合悼,59,-2,1032.4,-
傣利档,2022-12-02 8:45,37.226333,126.156556,355,-,-,-,-,-,-,4.6,悼,79,-2.1,1032.4,-
傣利档,2022-12-02 8:46,37.226333,126.156556,356,-,-,-,-,-,-,4.1,悼合悼,67,-2.1,1032.5,-
傣利档,2022-12-02 8:47,37.226333,126.156556,358,-,-,-,-,-,-,4,悼合悼,71,-2.2,1032.5,-
傣利档,2022-12-02 8:48,37.226333,126.156556,359,-,-,-,-,-,-,2.2,悼合悼,69,-2.2,1032.5,-
傣利档,2022-12-02 8:49,37.226333,126.156556,360,-,-,-,-,-,-,3.1,悼合悼,74,-2.2,1032.5,-
傣利档,2022-12-02 8:50,37.226333,126.156556,362,-,-,-,-,-,-,5.2,悼合悼,69,-2.1,1032.4,-
傣利档,2022-12-02 8:51,37.226333,126.156556,364,-,-,-,-,-,-,4,合悼,55,-2,1032.4,-
傣利档,2022-12-02 8:52,37.226333,126.156556,365,-,-,-,-,-,-,2,悼合悼,63,-1.8,1032.5,-
傣利档,2022-12-02 8:53,37.226333,126.156556,366,-,-,-,-,-,-,3.8,悼合悼,62,-1.8,1032.5,-
傣利档,2022-12-02 8:54,37.226333,126.156556,368,-,-,-,-,-,-,3.8,合悼,56,-1.9,1032.5,-
傣利档,2022-12-02 8:55,37.226333,126.156556,369,-,-,-,-,-,-,2.2,悼合悼,60,-2,1032.5,-
傣利档,2022-12-02 8:56,37.226333,126.156556,371,-,-,-,-,-,-,2.2,合悼,39,-2.1,1032.5,-
傣利档,2022-12-02 8:57,37.226333,126.156556,372,-,-,-,-,-,-,1.7,合合悼,15,-2.1,1032.5,-
傣利档,2022-12-02 8:58,37.226333,126.156556,374,-,-,-,-,-,-,1.3,合辑,312,-2.1,1032.5,-
傣利档,2022-12-02 8:59,37.226333,126.156556,376,-,-,-,-,-,-,2.3,合,4,-2.1,1032.4,-
傣利档,2022-12-02 9:00,37.226333,126.156556,378,-,-,-,-,-,-,1.8,合悼,40,-2.1,1032.4,-
傣利档,2022-12-02 9:01,37.226333,126.156556,379,-,-,-,-,-,-,2.5,悼合悼,71,-2.1,1032.5,-
傣利档,2022-12-02 9:02,37.226333,126.156556,381,-,-,-,-,-,-,2.7,悼合悼,67,-2.1,1032.5,-
傣利档,2022-12-02 9:03,37.226333,126.156556,382,-,-,-,-,-,-,2.5,悼合悼,64,-2.1,1032.5,-
傣利档,2022-12-02 9:04,37.226333,126.156556,384,-,-,-,-,-,-,3,悼合悼,64,-2,1032.5,-
傣利档,2022-12-02 9:05,37.226333,126.156556,386,-,-,-,-,-,-,1.4,合悼,44,-2,1032.5,-
傣利档,2022-12-02 9:06,37.226333,126.156556,387,-,-,-,-,-,-,1.6,合合辑,333,-2.1,1032.5,-
傣利档,2022-12-02 9:07,37.226333,126.156556,389,-,-,-,-,-,-,1,辑合辑,297,-2.1,1032.5,-
傣利档,2022-12-02 9:08,37.226333,126.156556,391,-,-,-,-,-,-,1.7,悼合悼,71,-2.1,1032.5,-
傣利档,2022-12-02 9:09,37.226333,126.156556,392,-,-,-,-,-,-,2.7,合悼,54,-2,1032.5,-
傣利档,2022-12-02 9:10,37.226333,126.156556,393,-,-,-,-,-,-,1.6,悼合悼,60,-2,1032.5,-
傣利档,2022-12-02 9:11,37.226333,126.156556,395,-,-,-,-,-,-,3.2,合合辑,337,-2.1,1032.5,-
傣利档,2022-12-02 9:12,37.226333,126.156556,396,-,-,-,-,-,-,2,合合辑,344,-2.1,1032.6,-
傣利档,2022-12-02 9:13,37.226333,126.156556,397,-,-,-,-,-,-,0.9,辑巢辑,244,-2.2,1032.5,-
傣利档,2022-12-02 9:14,37.226333,126.156556,399,-,-,-,-,-,-,2.8,悼合悼,68,-2.2,1032.6,-
傣利档,2022-12-02 9:15,37.226333,126.156556,400,-,-,-,-,-,-,2.5,合悼,34,-2.1,1032.6,-
傣利档,2022-12-02 9:16,37.226333,126.156556,401,-,-,-,-,-,-,1.7,悼,84,-2.1,1032.5,-
傣利档,2022-12-02 9:17,37.226333,126.156556,402,-,-,-,-,-,-,2,悼,85,-2,1032.5,-
傣利档,2022-12-02 9:18,37.226333,126.156556,404,-,-,-,-,-,-,3.3,悼合悼,76,-1.9,1032.6,-
傣利档,2022-12-02 9:19,37.226333,126.156556,406,-,-,-,-,-,-,3,悼合悼,58,-2,1032.6,-
傣利档,2022-12-02 9:20,37.226333,126.156556,407,-,-,-,-,-,-,3.4,悼合悼,78,-2,1032.6,-
傣利档,2022-12-02 9:21,37.226333,126.156556,409,-,-,-,-,-,-,2.8,悼,83,-2.1,1032.6,-
傣利档,2022-12-02 9:22,37.226333,126.156556,411,-,-,-,-,-,-,3.1,悼,88,-2.1,1032.5,-
傣利档,2022-12-02 9:23,37.226333,126.156556,412,-,-,-,-,-,-,3.1,悼合悼,77,-2,1032.5,-
傣利档,2022-12-02 9:24,37.226333,126.156556,414,-,-,-,-,-,-,4.5,悼合悼,71,-1.9,1032.5,-
傣利档,2022-12-02 9:25,37.226333,126.156556,415,-,-,-,-,-,-,3.6,悼合悼,73,-1.9,1032.5,-
傣利档,2022-12-02 9:26,37.226333,126.156556,417,-,-,-,-,-,-,2.4,合合悼,32,-1.9,1032.5,-
傣利档,2022-12-02 9:27,37.226333,126.156556,419,-,-,-,-,-,-,1.8,合合辑,339,-1.9,1032.5,-
傣利档,2022-12-02 9:28,37.226333,126.156556,420,-,-,-,-,-,-,2.2,合合辑,344,-2,1032.5,-
傣利档,2022-12-02 9:29,37.226333,126.156556,422,-,-,-,-,-,-,1.4,合合辑,335,-2,1032.5,-
傣利档,2022-12-02 9:30,37.226333,126.156556,423,-,-,-,-,-,-,1.8,悼,86,-2,1032.5,-
傣利档,2022-12-02 9:31,37.226333,126.156556,424,-,-,-,-,-,-,2.8,合合悼,33,-2,1032.5,-
傣利档,2022-12-02 9:32,37.226333,126.156556,425,-,-,-,-,-,-,3.1,合合辑,329,-2,1032.5,-
傣利档,2022-12-02 9:33,37.226333,126.156556,427,-,-,-,-,-,-,2.4,合,350,-2,1032.5,-
傣利档,2022-12-02 9:34,37.226333,126.156556,428,-,-,-,-,-,-,2.8,悼合悼,75,-2,1032.6,-
傣利档,2022-12-02 9:35,37.226333,126.156556,430,-,-,-,-,-,-,2.5,合悼,54,-2,1032.6,-
傣利档,2022-12-02 9:36,37.226333,126.156556,432,-,-,-,-,-,-,2.4,悼合悼,60,-2,1032.6,-
傣利档,2022-12-02 9:37,37.226333,126.156556,433,-,-,-,-,-,-,3,悼合悼,71,-1.9,1032.6,-
傣利档,2022-12-02 9:38,37.226333,126.156556,435,-,-,-,-,-,-,2.6,悼合悼,67,-2,1032.6,-
傣利档,2022-12-02 9:39,37.226333,126.156556,436,-,-,-,-,-,-,2.6,悼合悼,65,-2,1032.6,-
傣利档,2022-12-02 9:40,37.226333,126.156556,437,-,-,-,-,-,-,2.7,悼合悼,71,-2.1,1032.6,-
傣利档,2022-12-02 9:41,37.226333,126.156556,439,-,-,-,-,-,-,2.3,悼合悼,66,-2.1,1032.6,-
傣利档,2022-12-02 9:42,37.226333,126.156556,440,-,-,-,-,-,-,2.9,悼合悼,59,-2.1,1032.6,-
傣利档,2022-12-02 9:43,37.226333,126.156556,441,-,-,-,-,-,-,3,合悼,48,-2,1032.6,-
傣利档,2022-12-02 9:44,37.226333,126.156556,443,-,-,-,-,-,-,4.2,合合悼,31,-1.9,1032.6,-
傣利档,2022-12-02 9:45,37.226333,126.156556,444,-,-,-,-,-,-,3.4,合悼,52,-1.9,1032.5,-
傣利档,2022-12-02 9:46,37.226333,126.156556,445,-,-,-,-,-,-,3,悼合悼,68,-1.8,1032.5,-
傣利档,2022-12-02 9:47,37.226333,126.156556,447,-,-,-,-,-,-,3,悼,82,-1.8,1032.5,-
傣利档,2022-12-02 9:48,37.226333,126.156556,448,-,-,-,-,-,-,4.2,悼合悼,65,-1.8,1032.6,-
傣利档,2022-12-02 9:49,37.226333,126.156556,449,-,-,-,-,-,-,3.2,合悼,43,-1.8,1032.5,-
傣利档,2022-12-02 9:50,37.226333,126.156556,451,-,-,-,-,-,-,4.2,悼,79,-1.7,1032.6,-
傣利档,2022-12-02 9:51,37.226333,126.156556,452,-,-,-,-,-,-,2.3,悼合悼,59,-1.7,1032.6,-
傣利档,2022-12-02 9:52,37.226333,126.156556,454,-,-,-,-,-,-,4.3,悼合悼,63,-1.7,1032.6,-
傣利档,2022-12-02 9:53,37.226333,126.156556,455,-,-,-,-,-,-,2.3,合合悼,31,-1.9,1032.6,-
傣利档,2022-12-02 9:54,37.226333,126.156556,456,-,-,-,-,-,-,1.2,合悼,40,-2,1032.6,-
傣利档,2022-12-02 9:55,37.226333,126.156556,458,-,-,-,-,-,-,2,悼合悼,70,-1.9,1032.6,-
傣利档,2022-12-02 9:56,37.226333,126.156556,460,-,-,-,-,-,-,2.2,合悼,47,-1.8,1032.6,-
傣利档,2022-12-02 9:57,37.226333,126.156556,461,-,-,-,-,-,-,3.2,悼合悼,62,-1.8,1032.6,-
傣利档,2022-12-02 9:58,37.226333,126.156556,463,-,-,-,-,-,-,2.6,合悼,53,-1.9,1032.6,-
傣利档,2022-12-02 9:59,37.226333,126.156556,464,-,-,-,-,-,-,2.5,悼合悼,65,-2,1032.6,-
傣利档,2022-12-02 10:00,37.226333,126.156556,465,-,-,-,-,-,-,3.4,悼合悼,64,-2,1032.6,-
傣利档,2022-12-02 10:01,37.226333,126.156556,466,-,-,-,-,-,-,3.2,悼合悼,59,-2,1032.6,-
傣利档,2022-12-02 10:02,37.226333,126.156556,468,-,-,-,-,-,-,3.8,悼合悼,61,-2,1032.6,-
傣利档,2022-12-02 10:03,37.226333,126.156556,470,-,-,-,-,-,-,4.8,悼合悼,63,-2,1032.5,-
傣利档,2022-12-02 10:04,37.226333,126.156556,471,-,-,-,-,-,-,3.4,合悼,51,-2,1032.5,-
傣利档,2022-12-02 10:05,37.226333,126.156556,472,-,-,-,-,-,-,2,合悼,53,-2,1032.5,-
傣利档,2022-12-02 10:06,37.226333,126.156556,473,-,-,-,-,-,-,3.4,悼合悼,68,-1.9,1032.6,-
傣利档,2022-12-02 10:07,37.226333,126.156556,473,-,-,-,-,-,-,3.9,悼,80,-1.9,1032.6,-
傣利档,2022-12-02 10:08,37.226333,126.156556,474,-,-,-,-,-,-,3,悼,84,-1.9,1032.6,-
傣利档,2022-12-02 10:09,37.226333,126.156556,475,-,-,-,-,-,-,2.8,悼,83,-1.9,1032.5,-
傣利档,2022-12-02 10:10,37.226333,126.156556,476,-,-,-,-,-,-,2,悼,85,-1.9,1032.5,-
傣利档,2022-12-02 10:11,37.226333,126.156556,477,-,-,-,-,-,-,2.5,悼合悼,72,-1.9,1032.5,-
傣利档,2022-12-02 10:12,37.226333,126.156556,479,-,-,-,-,-,-,2,合悼,54,-1.8,1032.5,-
傣利档,2022-12-02 10:13,37.226333,126.156556,480,-,-,-,-,-,-,1.9,悼合悼,68,-1.8,1032.6,-
傣利档,2022-12-02 10:14,37.226333,126.156556,482,-,-,-,-,-,-,2.9,悼合悼,76,-1.8,1032.5,-
傣利档,2022-12-02 10:15,37.226333,126.156556,483,-,-,-,-,-,-,2.1,悼,99,-1.7,1032.5,-
傣利档,2022-12-02 10:16,37.226333,126.156556,484,-,-,-,-,-,-,2.4,悼,81,-1.6,1032.5,-
傣利档,2022-12-02 10:17,37.226333,126.156556,486,-,-,-,-,-,-,3.1,悼合悼,68,-1.6,1032.5,-
傣利档,2022-12-02 10:18,37.226333,126.156556,487,-,-,-,-,-,-,4.1,悼合悼,70,-1.5,1032.5,-
傣利档,2022-12-02 10:19,37.226333,126.156556,489,-,-,-,-,-,-,3.4,合悼,54,-1.6,1032.5,-
傣利档,2022-12-02 10:20,37.226333,126.156556,490,-,-,-,-,-,-,2.1,合悼,52,-1.7,1032.5,-
傣利档,2022-12-02 10:21,37.226333,126.156556,490,-,-,-,-,-,-,3,合悼,45,-1.8,1032.5,-
傣利档,2022-12-02 10:22,37.226333,126.156556,491,-,-,-,-,-,-,2.6,合合悼,32,-1.7,1032.5,-
傣利档,2022-12-02 10:23,37.226333,126.156556,492,-,-,-,-,-,-,2.3,合,10,-1.7,1032.5,-
傣利档,2022-12-02 10:24,37.226333,126.156556,493,-,-,-,-,-,-,2.4,合悼,41,-1.7,1032.5,-
傣利档,2022-12-02 10:25,37.226333,126.156556,494,-,-,-,-,-,-,2.7,合合悼,23,-1.6,1032.5,-
傣利档,2022-12-02 10:26,37.226333,126.156556,496,-,-,-,-,-,-,2.4,合合悼,25,-1.6,1032.6,-
傣利档,2022-12-02 10:27,37.226333,126.156556,497,-,-,-,-,-,-,2.1,合合悼,12,-1.6,1032.6,-
傣利档,2022-12-02 10:28,37.226333,126.156556,498,-,-,-,-,-,-,0.8,合,7,-1.6,1032.5,-
傣利档,2022-12-02 10:29,37.226333,126.156556,498,-,-,-,-,-,-,2.3,合,10,-1.5,1032.5,-
傣利档,2022-12-02 10:30,37.226333,126.156556,499,-,-,-,-,-,-,2.9,合合悼,21,-1.5,1032.5,-
傣利档,2022-12-02 10:31,37.226333,126.156556,501,-,-,-,-,-,-,3.7,合悼,40,-1.5,1032.5,-
傣利档,2022-12-02 10:32,37.226333,126.156556,502,-,-,-,-,-,-,3.2,合悼,39,-1.5,1032.5,-
傣利档,2022-12-02 10:33,37.226333,126.156556,503,-,-,-,-,-,-,2.5,合合悼,30,-1.5,1032.4,-
傣利档,2022-12-02 10:34,37.226333,126.156556,505,-,-,-,-,-,-,2.4,合悼,35,-1.5,1032.5,-
傣利档,2022-12-02 10:35,37.226333,126.156556,506,-,-,-,-,-,-,2.1,合悼,51,-1.4,1032.5,-
傣利档,2022-12-02 10:36,37.226333,126.156556,507,-,-,-,-,-,-,2.4,合悼,55,-1.4,1032.5,-
傣利档,2022-12-02 10:37,37.226333,126.156556,508,-,-,-,-,-,-,4.6,悼合悼,61,-1.4,1032.5,-
傣利档,2022-12-02 10:38,37.226333,126.156556,509,-,-,-,-,-,-,4.9,悼合悼,76,-1.4,1032.5,-
傣利档,2022-12-02 10:39,37.226333,126.156556,510,-,-,-,-,-,-,3.4,悼,92,-1.5,1032.5,-
傣利档,2022-12-02 10:40,37.226333,126.156556,511,-,-,-,-,-,-,2.5,悼,79,-1.5,1032.5,-
傣利档,2022-12-02 10:41,37.226333,126.156556,512,-,-,-,-,-,-,2.4,悼合悼,60,-1.4,1032.5,-
傣利档,2022-12-02 10:42,37.226333,126.156556,513,-,-,-,-,-,-,2.4,合悼,49,-1.4,1032.5,-
傣利档,2022-12-02 10:43,37.226333,126.156556,514,-,-,-,-,-,-,2.9,悼合悼,60,-1.4,1032.5,-
傣利档,2022-12-02 10:44,37.226333,126.156556,515,-,-,-,-,-,-,4.3,悼合悼,57,-1.4,1032.5,-
傣利档,2022-12-02 10:45,37.226333,126.156556,516,-,-,-,-,-,-,4.9,悼合悼,68,-1.4,1032.5,-
傣利档,2022-12-02 10:46,37.226333,126.156556,517,-,-,-,-,-,-,4.6,悼合悼,78,-1.5,1032.5,-
傣利档,2022-12-02 10:47,37.226333,126.156556,518,-,-,-,-,-,-,4.1,悼,83,-1.6,1032.5,-
傣利档,2022-12-02 10:48,37.226333,126.156556,519,-,-,-,-,-,-,4.4,悼,89,-1.6,1032.5,-
傣利档,2022-12-02 10:49,37.226333,126.156556,520,-,-,-,-,-,-,3.8,悼,90,-1.7,1032.5,-
傣利档,2022-12-02 10:50,37.226333,126.156556,521,-,-,-,-,-,-,3.4,悼合悼,77,-1.7,1032.5,-
傣利档,2022-12-02 10:51,37.226333,126.156556,522,-,-,-,-,-,-,3,悼合悼,78,-1.6,1032.5,-
傣利档,2022-12-02 10:52,37.226333,126.156556,522,-,-,-,-,-,-,4.1,合合悼,27,-1.4,1032.5,-
傣利档,2022-12-02 10:53,37.226333,126.156556,522,-,-,-,-,-,-,3.4,合悼,41,-1.2,1032.5,-
傣利档,2022-12-02 10:54,37.226333,126.156556,522,-,-,-,-,-,-,3.8,悼合悼,70,-1.2,1032.6,-
傣利档,2022-12-02 10:55,37.226333,126.156556,523,-,-,-,-,-,-,4.8,悼合悼,64,-1.3,1032.6,-
傣利档,2022-12-02 10:56,37.226333,126.156556,525,-,-,-,-,-,-,3.8,合悼,56,-1.5,1032.6,-
傣利档,2022-12-02 10:57,37.226333,126.156556,-,-,-,-,-,-,-,3,悼合悼,74,-1.7,1032.5,-
傣利档,2022-12-02 10:58,37.226333,126.156556,527,-,-,-,-,-,-,4.2,悼合悼,74,-1.7,1032.5,-
傣利档,2022-12-02 10:59,37.226333,126.156556,528,-,-,-,-,-,-,2.9,合悼,55,-1.7,1032.5,-
傣利档,2022-12-02 11:00,37.226333,126.156556,529,-,-,-,-,-,-,4.3,悼合悼,68,-1.7,1032.5,-
傣利档,2022-12-02 11:01,37.226333,126.156556,529,-,-,-,-,-,-,5,合悼,54,-1.6,1032.5,-
傣利档,2022-12-02 11:02,37.226333,126.156556,530,-,-,-,-,-,-,4.7,悼合悼,63,-1.5,1032.6,-
傣利档,2022-12-02 11:03,37.226333,126.156556,531,-,-,-,-,-,-,4.3,悼合悼,67,-1.4,1032.5,-
傣利档,2022-12-02 11:04,37.226333,126.156556,532,-,-,-,-,-,-,3.9,悼合悼,63,-1.5,1032.5,-
傣利档,2022-12-02 11:05,37.226333,126.156556,533,-,-,-,-,-,-,2.2,合悼,52,-1.6,1032.5,-
傣利档,2022-12-02 11:06,37.226333,126.156556,534,-,-,-,-,-,-,3.9,悼合悼,61,-1.7,1032.5,-
傣利档,2022-12-02 11:07,37.226333,126.156556,534,-,-,-,-,-,-,4.4,悼合悼,66,-1.6,1032.5,-
傣利档,2022-12-02 11:08,37.226333,126.156556,535,-,-,-,-,-,-,2.9,悼合悼,61,-1.6,1032.5,-
傣利档,2022-12-02 11:09,37.226333,126.156556,535,-,-,-,-,-,-,3.2,悼合悼,66,-1.6,1032.6,-
傣利档,2022-12-02 11:10,37.226333,126.156556,536,-,-,-,-,-,-,2.8,悼合悼,60,-1.7,1032.6,-
傣利档,2022-12-02 11:11,37.226333,126.156556,536,-,-,-,-,-,-,3.2,合悼,49,-1.7,1032.6,-
傣利档,2022-12-02 11:12,37.226333,126.156556,537,-,-,-,-,-,-,2.6,合悼,36,-1.6,1032.5,-
傣利档,2022-12-02 11:13,37.226333,126.156556,537,-,-,-,-,-,-,3.3,悼合悼,60,-1.5,1032.6,-
傣利档,2022-12-02 11:14,37.226333,126.156556,537,-,-,-,-,-,-,2.4,悼合悼,68,-1.5,1032.6,-
傣利档,2022-12-02 11:15,37.226333,126.156556,538,-,-,-,-,-,-,3.5,悼合悼,67,-1.6,1032.5,-
傣利档,2022-12-02 11:16,37.226333,126.156556,538,-,-,-,-,-,-,3.8,合悼,54,-1.6,1032.5,-
傣利档,2022-12-02 11:17,37.226333,126.156556,538,-,-,-,-,-,-,2.3,悼合悼,59,-1.7,1032.5,-
傣利档,2022-12-02 11:18,37.226333,126.156556,539,-,-,-,-,-,-,3.3,悼合悼,59,-1.9,1032.5,-
傣利档,2022-12-02 11:19,37.226333,126.156556,541,-,-,-,-,-,-,3.9,悼合悼,69,-1.8,1032.5,-
傣利档,2022-12-02 11:20,37.226333,126.156556,541,-,-,-,-,-,-,3.2,悼合悼,71,-1.8,1032.5,-
傣利档,2022-12-02 11:21,37.226333,126.156556,542,-,-,-,-,-,-,3.2,悼合悼,65,-1.7,1032.5,-
傣利档,2022-12-02 11:22,37.226333,126.156556,543,-,-,-,-,-,-,3.7,悼,80,-1.7,1032.5,-
傣利档,2022-12-02 11:23,37.226333,126.156556,544,-,-,-,-,-,-,3.7,悼,81,-1.6,1032.5,-
傣利档,2022-12-02 11:24,37.226333,126.156556,544,-,-,-,-,-,-,3,悼合悼,78,-1.7,1032.4,-
傣利档,2022-12-02 11:25,37.226333,126.156556,545,-,-,-,-,-,-,3.5,悼合悼,76,-1.7,1032.4,-
傣利档,2022-12-02 11:26,37.226333,126.156556,546,-,-,-,-,-,-,3,合悼,42,-1.7,1032.4,-
傣利档,2022-12-02 11:27,37.226333,126.156556,547,-,-,-,-,-,-,3.1,合悼,51,-1.7,1032.4,-
傣利档,2022-12-02 11:28,37.226333,126.156556,547,-,-,-,-,-,-,3.9,悼合悼,60,-1.7,1032.4,-
傣利档,2022-12-02 11:29,37.226333,126.156556,547,-,-,-,-,-,-,5.2,悼,85,-1.7,1032.3,-
傣利档,2022-12-02 11:30,37.226333,126.156556,547,-,-,-,-,-,-,5.5,悼合悼,77,-1.7,1032.2,-
傣利档,2022-12-02 11:31,37.226333,126.156556,546,-,-,-,-,-,-,4.6,悼,89,-1.7,1032.2,-
傣利档,2022-12-02 11:32,37.226333,126.156556,547,-,-,-,-,-,-,5.1,悼合悼,68,-1.7,1032.2,-
傣利档,2022-12-02 11:33,37.226333,126.156556,547,-,-,-,-,-,-,4.2,悼合悼,69,-1.8,1032.2,-
傣利档,2022-12-02 11:34,37.226333,126.156556,548,-,-,-,-,-,-,4.7,悼,83,-1.9,1032.1,-
傣利档,2022-12-02 11:35,37.226333,126.156556,549,-,-,-,-,-,-,4.2,悼,92,-1.9,1032,-
傣利档,2022-12-02 11:36,37.226333,126.156556,549,-,-,-,-,-,-,4.1,悼合悼,75,-1.9,1032,-
傣利档,2022-12-02 11:37,37.226333,126.156556,549,-,-,-,-,-,-,3.8,悼合悼,63,-1.9,1032,-
傣利档,2022-12-02 11:38,37.226333,126.156556,549,-,-,-,-,-,-,4.1,悼合悼,62,-1.8,1032,-
傣利档,2022-12-02 11:39,37.226333,126.156556,549,-,-,-,-,-,-,3.5,悼合悼,61,-1.8,1032,-
傣利档,2022-12-02 11:40,37.226333,126.156556,549,-,-,-,-,-,-,3.1,合悼,56,-1.7,1032,-
傣利档,2022-12-02 11:41,37.226333,126.156556,550,-,-,-,-,-,-,3.9,悼合悼,70,-1.7,1032,-
傣利档,2022-12-02 11:42,37.226333,126.156556,551,-,-,-,-,-,-,5.6,悼合悼,68,-1.6,1031.9,-
傣利档,2022-12-02 11:43,37.226333,126.156556,551,-,-,-,-,-,-,5.4,悼合悼,62,-1.4,1032,-
傣利档,2022-12-02 11:44,37.226333,126.156556,551,-,-,-,-,-,-,3.9,悼合悼,58,-1.3,1031.9,-
傣利档,2022-12-02 11:45,37.226333,126.156556,551,-,-,-,-,-,-,4.2,合悼,55,-1.5,1031.9,-
傣利档,2022-12-02 11:46,37.226333,126.156556,550,-,-,-,-,-,-,3.7,合悼,56,-1.5,1031.9,-
傣利档,2022-12-02 11:47,37.226333,126.156556,550,-,-,-,-,-,-,3.1,合悼,39,-1.6,1031.9,-
傣利档,2022-12-02 11:48,37.226333,126.156556,550,-,-,-,-,-,-,3.9,悼合悼,64,-1.5,1031.9,-
傣利档,2022-12-02 11:49,37.226333,126.156556,551,-,-,-,-,-,-,3.5,悼合悼,64,-1.6,1031.9,-
傣利档,2022-12-02 11:50,37.226333,126.156556,551,-,-,-,-,-,-,3.5,悼合悼,77,-1.7,1031.9,-
傣利档,2022-12-02 11:51,37.226333,126.156556,551,-,-,-,-,-,-,2.4,悼合悼,63,-1.8,1031.8,-
傣利档,2022-12-02 11:52,37.226333,126.156556,551,-,-,-,-,-,-,2.5,悼合悼,67,-1.7,1031.8,-
傣利档,2022-12-02 11:53,37.226333,126.156556,551,-,-,-,-,-,-,3.3,悼,83,-1.6,1031.8,-
傣利档,2022-12-02 11:54,37.226333,126.156556,552,-,-,-,-,-,-,3,悼合悼,78,-1.4,1031.8,-
傣利档,2022-12-02 11:55,37.226333,126.156556,552,-,-,-,-,-,-,4.4,悼,83,-1.3,1031.8,-
傣利档,2022-12-02 11:56,37.226333,126.156556,552,-,-,-,-,-,-,4,悼,81,-1.4,1031.8,-
傣利档,2022-12-02 11:57,37.226333,126.156556,552,-,-,-,-,-,-,3.2,悼,91,-1.5,1031.8,-
傣利档,2022-12-02 11:58,37.226333,126.156556,552,-,-,-,-,-,-,2.7,悼合悼,68,-1.6,1031.8,-
傣利档,2022-12-02 11:59,37.226333,126.156556,552,-,-,-,-,-,-,3.2,悼合悼,59,-1.7,1031.8,-
傣利档,2022-12-02 12:00,37.226333,126.156556,552,-,-,-,-,-,-,4.2,悼合悼,68,-1.6,1031.8,-
傣利档,2022-12-02 12:01,37.226333,126.156556,551,-,-,-,-,-,-,4.5,悼合悼,72,-1.5,1031.8,-
傣利档,2022-12-02 12:02,37.226333,126.156556,551,-,-,-,-,-,-,3.5,悼,79,-1.4,1031.8,-
傣利档,2022-12-02 12:03,37.226333,126.156556,552,-,-,-,-,-,-,3.5,悼合悼,74,-1.5,1031.8,-
傣利档,2022-12-02 12:04,37.226333,126.156556,552,-,-,-,-,-,-,2.8,悼合悼,70,-1.6,1031.8,-
傣利档,2022-12-02 12:05,37.226333,126.156556,552,-,-,-,-,-,-,3.1,合悼,45,-1.6,1031.8,-
傣利档,2022-12-02 12:06,37.226333,126.156556,552,-,-,-,-,-,-,1.4,合合悼,29,-1.6,1031.8,-
傣利档,2022-12-02 12:07,37.226333,126.156556,552,-,-,-,-,-,-,1.8,悼,85,-1.5,1031.7,-
傣利档,2022-12-02 12:08,37.226333,126.156556,551,-,-,-,-,-,-,2.7,悼合悼,76,-1.4,1031.6,-
