관측소명,관측시간,위도,경도,조위(cm),수온(℃),염분(PSU),유의파고(m),유의파주기(sec),최대파고(m),최대파주기(sec),풍속(m/s),,풍향(deg),기온(℃),기압(hPa),시정(m)
안산,2022-12-02 21:59,37.1922,126.6472,543,6.9,29.9,-,-,-,-,3.8,동남동,121,0.3,1025.9,-
안산,2022-12-02 22:00,37.1922,126.6472,545,6.9,29.9,-,-,-,-,4.4,동남동,116,0.3,1025.9,-
안산,2022-12-02 22:01,37.1922,126.6472,546,6.9,29.9,-,-,-,-,4,동남동,119,0.3,1026,-
안산,2022-12-02 22:02,37.1922,126.6472,548,6.9,29.9,-,-,-,-,3.6,동남동,121,0.4,1025.9,-
안산,2022-12-02 22:03,37.1922,126.6472,550,6.9,29.9,-,-,-,-,3.5,남동,127,0.4,1025.9,-
안산,2022-12-02 22:04,37.1922,126.6472,551,6.9,29.9,-,-,-,-,4.1,동남동,118,0.4,1025.9,-
안산,2022-12-02 22:05,37.1922,126.6472,553,6.9,29.9,-,-,-,-,3.8,동남동,118,0.3,1025.9,-
안산,2022-12-02 22:06,37.1922,126.6472,554,6.9,29.9,-,-,-,-,4,동남동,120,0.3,1025.9,-
안산,2022-12-02 22:07,37.1922,126.6472,556,6.9,29.9,-,-,-,-,3.8,동남동,122,0.3,1025.8,-
안산,2022-12-02 22:08,37.1922,126.6472,557,6.9,29.9,-,-,-,-,4.6,동남동,119,0.3,1025.8,-
안산,2022-12-02 22:09,37.1922,126.6472,559,6.9,29.9,-,-,-,-,4.4,남동,128,0.3,1025.7,-
안산,2022-12-02 22:10,37.1922,126.6472,560,6.9,29.9,-,-,-,-,4.1,동남동,120,0.3,1025.8,-
안산,2022-12-02 22:11,37.1922,126.6472,562,6.9,29.9,-,-,-,-,4.4,동남동,123,0.3,1025.8,-
안산,2022-12-02 22:12,37.1922,126.6472,564,6.9,29.9,-,-,-,-,5.5,동남동,120,0.3,1025.9,-
안산,2022-12-02 22:13,37.1922,126.6472,565,6.9,29.9,-,-,-,-,4.7,동남동,123,0.3,1025.9,-
안산,2022-12-02 22:14,37.1922,126.6472,567,6.9,29.9,-,-,-,-,4.5,동남동,121,0.4,1025.8,-
안산,2022-12-02 22:15,37.1922,126.6472,568,6.9,29.9,-,-,-,-,4.2,남동,124,0.4,1025.8,-
안산,2022-12-02 22:16,37.1922,126.6472,570,6.9,29.9,-,-,-,-,5.3,동남동,113,0.4,1025.9,-
안산,2022-12-02 22:17,37.1922,126.6472,571,6.9,29.9,-,-,-,-,4.7,동남동,123,0.4,1025.9,-
안산,2022-12-02 22:18,37.1922,126.6472,573,6.9,29.9,-,-,-,-,5.4,동남동,120,0.3,1025.8,-
안산,2022-12-02 22:19,37.1922,126.6472,574,6.9,29.9,-,-,-,-,4.8,동남동,122,0.3,1025.8,-
안산,2022-12-02 22:20,37.1922,126.6472,576,6.9,29.9,-,-,-,-,4.3,남동,126,0.3,1025.8,-
안산,2022-12-02 22:21,37.1922,126.6472,577,6.9,29.9,-,-,-,-,4.9,동남동,119,0.3,1025.7,-
안산,2022-12-02 22:22,37.1922,126.6472,579,6.9,29.9,-,-,-,-,4.7,동남동,121,0.3,1025.6,-
안산,2022-12-02 22:23,37.1922,126.6472,580,6.9,29.9,-,-,-,-,4.9,동남동,122,0.4,1025.5,-
안산,2022-12-02 22:24,37.1922,126.6472,582,6.9,29.9,-,-,-,-,5.2,동남동,122,0.4,1025.4,-
안산,2022-12-02 22:25,37.1922,126.6472,583,6.9,29.9,-,-,-,-,5.2,동남동,121,0.4,1025.3,-
안산,2022-12-02 22:26,37.1922,126.6472,585,6.9,29.9,-,-,-,-,5,동남동,117,0.4,1025.3,-
안산,2022-12-02 22:27,37.1922,126.6472,586,6.9,29.9,-,-,-,-,4.8,동남동,113,0.5,1025.3,-
안산,2022-12-02 22:28,37.1922,126.6472,588,6.9,29.9,-,-,-,-,6,동남동,113,0.5,1025.3,-
안산,2022-12-02 22:29,37.1922,126.6472,589,6.9,29.9,-,-,-,-,5,동남동,118,0.5,1025.2,-
안산,2022-12-02 22:30,37.1922,126.6472,591,6.9,29.9,-,-,-,-,4.5,동남동,114,0.5,1025.2,-
안산,2022-12-02 22:31,37.1922,126.6472,592,6.9,29.9,-,-,-,-,5.4,동남동,112,0.5,1025.3,-
안산,2022-12-02 22:32,37.1922,126.6472,593,6.9,29.9,-,-,-,-,4.9,동남동,114,0.5,1025.3,-
안산,2022-12-02 22:33,37.1922,126.6472,595,6.9,30,-,-,-,-,4.8,동남동,112,0.5,1025.3,-
안산,2022-12-02 22:34,37.1922,126.6472,596,6.9,30,-,-,-,-,4.5,동남동,120,0.5,1025.3,-
안산,2022-12-02 22:35,37.1922,126.6472,597,6.9,30,-,-,-,-,4.5,동남동,116,0.5,1025.4,-
안산,2022-12-02 22:36,37.1922,126.6472,599,6.9,30,-,-,-,-,5.3,동남동,119,0.5,1025.4,-
안산,2022-12-02 22:37,37.1922,126.6472,600,6.9,30,-,-,-,-,5.8,동남동,117,0.5,1025.4,-
안산,2022-12-02 22:38,37.1922,126.6472,601,6.9,29.9,-,-,-,-,4.9,동남동,121,0.5,1025.5,-
안산,2022-12-02 22:39,37.1922,126.6472,602,6.9,29.9,-,-,-,-,5.1,동남동,116,0.5,1025.6,-
안산,2022-12-02 22:40,37.1922,126.6472,603,6.9,29.9,-,-,-,-,5.2,동남동,119,0.6,1025.8,-
안산,2022-12-02 22:41,37.1922,126.6472,604,6.9,29.9,-,-,-,-,4.8,동남동,121,0.6,1025.9,-
안산,2022-12-02 22:42,37.1922,126.6472,606,6.9,29.9,-,-,-,-,4.8,동남동,116,0.6,1026,-
안산,2022-12-02 22:43,37.1922,126.6472,607,6.9,29.9,-,-,-,-,3.8,동남동,121,0.6,1026,-
안산,2022-12-02 22:44,37.1922,126.6472,608,6.9,29.9,-,-,-,-,4.5,동남동,118,0.6,1025.9,-
안산,2022-12-02 22:45,37.1922,126.6472,609,6.9,29.9,-,-,-,-,4.4,동남동,122,0.6,1025.9,-
안산,2022-12-02 22:46,37.1922,126.6472,610,6.9,29.9,-,-,-,-,5.2,동남동,118,0.6,1025.9,-
안산,2022-12-02 22:47,37.1922,126.6472,611,6.9,29.9,-,-,-,-,4.5,남동,127,0.6,1025.8,-
안산,2022-12-02 22:48,37.1922,126.6472,612,6.9,29.9,-,-,-,-,5.3,동남동,120,0.6,1025.8,-
안산,2022-12-02 22:49,37.1922,126.6472,613,6.9,30,-,-,-,-,5.9,동남동,121,0.6,1025.8,-
안산,2022-12-02 22:50,37.1922,126.6472,614,6.9,30,-,-,-,-,4.4,동남동,123,0.6,1025.9,-
안산,2022-12-02 22:51,37.1922,126.6472,615,6.9,30,-,-,-,-,5.2,남동,129,0.6,1025.9,-
안산,2022-12-02 22:52,37.1922,126.6472,616,6.9,30,-,-,-,-,4,남동,126,0.6,1025.9,-
안산,2022-12-02 22:53,37.1922,126.6472,618,6.9,30,-,-,-,-,4.3,남동,124,0.6,1025.8,-
안산,2022-12-02 22:54,37.1922,126.6472,619,6.9,30,-,-,-,-,5.2,동남동,120,0.6,1025.8,-
안산,2022-12-02 22:55,37.1922,126.6472,620,6.9,30,-,-,-,-,4.4,동남동,122,0.6,1025.8,-
안산,2022-12-02 22:56,37.1922,126.6472,621,6.9,30,-,-,-,-,4,남동,136,0.6,1025.8,-
안산,2022-12-02 22:57,37.1922,126.6472,622,6.9,30,-,-,-,-,4.1,남동,130,0.5,1025.8,-
안산,2022-12-02 22:58,37.1922,126.6472,623,6.9,30,-,-,-,-,3.5,남동,131,0.5,1025.8,-
안산,2022-12-02 22:59,37.1922,126.6472,624,6.9,30,-,-,-,-,3.3,남동,128,0.5,1025.8,-
안산,2022-12-02 23:00,37.1922,126.6472,625,6.9,30,-,-,-,-,4,남동,124,0.4,1025.8,-
안산,2022-12-02 23:01,37.1922,126.6472,626,6.9,30,-,-,-,-,4.1,동남동,118,0.4,1025.9,-
안산,2022-12-02 23:02,37.1922,126.6472,627,6.9,30,-,-,-,-,5,동남동,114,0.4,1025.8,-
안산,2022-12-02 23:03,37.1922,126.6472,627,6.9,30,-,-,-,-,4.7,동남동,113,0.4,1025.8,-
안산,2022-12-02 23:04,37.1922,126.6472,628,6.9,30,-,-,-,-,4.8,동남동,118,0.4,1025.7,-
안산,2022-12-02 23:05,37.1922,126.6472,629,6.9,30,-,-,-,-,4.8,동남동,114,0.5,1025.7,-
안산,2022-12-02 23:06,37.1922,126.6472,630,6.9,30,-,-,-,-,4.5,동남동,114,0.5,1025.7,-
안산,2022-12-02 23:07,37.1922,126.6472,631,6.9,30,-,-,-,-,5.6,동남동,116,0.5,1025.7,-
안산,2022-12-02 23:08,37.1922,126.6472,632,6.9,30,-,-,-,-,5.2,동남동,109,0.5,1025.7,-
안산,2022-12-02 23:09,37.1922,126.6472,633,6.9,30,-,-,-,-,5.4,동남동,113,0.5,1025.8,-
안산,2022-12-02 23:10,37.1922,126.6472,634,6.9,30,-,-,-,-,5.1,동남동,110,0.5,1025.8,-
안산,2022-12-02 23:11,37.1922,126.6472,635,6.9,30,-,-,-,-,5.1,동남동,112,0.5,1025.8,-
안산,2022-12-02 23:12,37.1922,126.6472,636,6.9,30,-,-,-,-,5.1,동남동,114,0.4,1025.8,-
안산,2022-12-02 23:13,37.1922,126.6472,637,6.9,30,-,-,-,-,5,동남동,109,0.4,1025.8,-
안산,2022-12-02 23:14,37.1922,126.6472,638,6.9,30,-,-,-,-,4.5,동남동,112,0.4,1025.7,-
안산,2022-12-02 23:15,37.1922,126.6472,639,6.9,30,-,-,-,-,4.4,동남동,115,0.3,1025.8,-
안산,2022-12-02 23:16,37.1922,126.6472,639,6.9,30,-,-,-,-,4.2,동남동,110,0.3,1025.7,-
안산,2022-12-02 23:17,37.1922,126.6472,640,6.9,30,-,-,-,-,4.7,동남동,107,0.4,1025.6,-
안산,2022-12-02 23:18,37.1922,126.6472,641,6.9,30,-,-,-,-,4.2,동남동,110,0.4,1025.5,-
안산,2022-12-02 23:19,37.1922,126.6472,642,6.9,30,-,-,-,-,4.4,동남동,114,0.4,1025.5,-
안산,2022-12-02 23:20,37.1922,126.6472,643,6.9,30,-,-,-,-,4.7,동남동,115,0.4,1025.4,-
안산,2022-12-02 23:21,37.1922,126.6472,644,6.9,30,-,-,-,-,4.5,동남동,110,0.4,1025.4,-
안산,2022-12-02 23:22,37.1922,126.6472,645,6.9,30,-,-,-,-,5.2,동남동,114,0.4,1025.4,-
안산,2022-12-02 23:23,37.1922,126.6472,646,6.9,30,-,-,-,-,4.6,동남동,114,0.5,1025.4,-
안산,2022-12-02 23:24,37.1922,126.6472,646,6.9,30,-,-,-,-,4,동남동,120,0.5,1025.4,-
안산,2022-12-02 23:25,37.1922,126.6472,647,6.9,30,-,-,-,-,4.9,동남동,111,0.5,1025.4,-
안산,2022-12-02 23:26,37.1922,126.6472,648,6.9,30,-,-,-,-,4.8,남동,125,0.5,1025.4,-
안산,2022-12-02 23:27,37.1922,126.6472,649,6.9,30,-,-,-,-,3.9,동남동,116,0.5,1025.5,-
안산,2022-12-02 23:28,37.1922,126.6472,649,6.9,30,-,-,-,-,4.3,남동,126,0.5,1025.5,-
안산,2022-12-02 23:29,37.1922,126.6472,650,6.9,30,-,-,-,-,3.4,동남동,120,0.5,1025.4,-
안산,2022-12-02 23:30,37.1922,126.6472,651,6.9,30,-,-,-,-,3.9,남동,124,0.5,1025.3,-
안산,2022-12-02 23:31,37.1922,126.6472,651,6.9,30,-,-,-,-,3.7,동남동,113,0.5,1025.3,-
안산,2022-12-02 23:32,37.1922,126.6472,652,6.9,30,-,-,-,-,4.1,동남동,120,0.5,1025.4,-
안산,2022-12-02 23:33,37.1922,126.6472,653,6.9,30,-,-,-,-,4.1,동남동,117,0.5,1025.4,-
안산,2022-12-02 23:34,37.1922,126.6472,654,6.9,30,-,-,-,-,4.8,동남동,116,0.5,1025.4,-
안산,2022-12-02 23:35,37.1922,126.6472,655,6.9,30,-,-,-,-,4.5,동남동,119,0.5,1025.4,-
안산,2022-12-02 23:36,37.1922,126.6472,656,6.9,30,-,-,-,-,5.2,동남동,121,0.5,1025.4,-
안산,2022-12-02 23:37,37.1922,126.6472,657,6.9,30,-,-,-,-,4.8,동남동,118,0.5,1025.3,-
안산,2022-12-02 23:38,37.1922,126.6472,658,6.9,30,-,-,-,-,5.4,동남동,117,0.5,1025.3,-
안산,2022-12-02 23:39,37.1922,126.6472,658,6.9,30,-,-,-,-,4.5,남동,125,0.4,1025.1,-
안산,2022-12-02 23:40,37.1922,126.6472,659,6.9,30,-,-,-,-,4.7,동남동,118,0.4,1025.2,-
안산,2022-12-02 23:41,37.1922,126.6472,659,6.9,30,-,-,-,-,4.9,동남동,116,0.4,1025.2,-
안산,2022-12-02 23:42,37.1922,126.6472,660,6.9,30,-,-,-,-,4.5,동남동,116,0.4,1025.2,-
안산,2022-12-02 23:43,37.1922,126.6472,661,6.9,30,-,-,-,-,4.9,동남동,119,0.4,1025.1,-
안산,2022-12-02 23:44,37.1922,126.6472,661,6.9,30,-,-,-,-,5.3,동남동,123,0.4,1025.2,-
안산,2022-12-02 23:45,37.1922,126.6472,662,6.9,30,-,-,-,-,5.1,동남동,121,0.4,1025.2,-
안산,2022-12-02 23:46,37.1922,126.6472,664,6.9,30,-,-,-,-,5.2,동남동,116,0.4,1025.2,-
안산,2022-12-02 23:47,37.1922,126.6472,664,6.9,30,-,-,-,-,5,동남동,120,0.4,1025.1,-
안산,2022-12-02 23:48,37.1922,126.6472,665,6.9,30,-,-,-,-,5.3,동남동,116,0.4,1025.1,-
안산,2022-12-02 23:49,37.1922,126.6472,666,6.9,30,-,-,-,-,5.5,동남동,116,0.4,1025.1,-
안산,2022-12-02 23:50,37.1922,126.6472,666,6.9,30,-,-,-,-,4.2,남동,127,0.4,1025.2,-
안산,2022-12-02 23:51,37.1922,126.6472,666,6.9,30,-,-,-,-,4.8,동남동,117,0.4,1025.1,-
안산,2022-12-02 23:52,37.1922,126.6472,667,6.9,30,-,-,-,-,5.1,동남동,118,0.4,1024.9,-
안산,2022-12-02 23:53,37.1922,126.6472,667,6.9,30,-,-,-,-,4.8,동남동,118,0.5,1025,-
안산,2022-12-02 23:54,37.1922,126.6472,667,6.9,30,-,-,-,-,5,동남동,117,0.5,1025,-
안산,2022-12-02 23:55,37.1922,126.6472,668,6.9,30,-,-,-,-,5,남동,125,0.6,1025,-
안산,2022-12-02 23:56,37.1922,126.6472,668,6.9,30,-,-,-,-,5.2,동남동,123,0.6,1024.9,-
안산,2022-12-02 23:57,37.1922,126.6472,668,6.9,30,-,-,-,-,5.2,동남동,122,0.6,1024.8,-
안산,2022-12-02 23:58,37.1922,126.6472,669,6.9,30,-,-,-,-,5.3,동남동,122,0.6,1025,-
안산,2022-12-02 23:59,37.1922,126.6472,669,6.9,30,-,-,-,-,4.6,남동,127,0.6,1024.9,-
안산,2022-12-03 0:00,37.1922,126.6472,670,6.9,30,-,-,-,-,5.7,동남동,123,0.6,1024.9,-
안산,2022-12-03 0:01,37.1922,126.6472,670,6.9,30,-,-,-,-,5.6,동남동,120,0.6,1024.8,-
안산,2022-12-03 0:02,37.1922,126.6472,670,6.9,30,-,-,-,-,5.2,남동,128,0.6,1024.7,-
안산,2022-12-03 0:03,37.1922,126.6472,671,6.9,30,-,-,-,-,5.6,동남동,122,0.6,1024.8,-
안산,2022-12-03 0:04,37.1922,126.6472,671,6.9,30,-,-,-,-,4.8,남동,125,0.6,1024.7,-
안산,2022-12-03 0:05,37.1922,126.6472,671,6.9,30,-,-,-,-,5.1,동남동,123,0.7,1024.7,-
안산,2022-12-03 0:06,37.1922,126.6472,671,6.9,30,-,-,-,-,4.4,남동,129,0.7,1024.8,-
안산,2022-12-03 0:07,37.1922,126.6472,671,6.9,30,-,-,-,-,4.3,남동,127,0.7,1024.8,-
안산,2022-12-03 0:08,37.1922,126.6472,672,6.9,30,-,-,-,-,4.3,남동,125,0.7,1024.8,-
안산,2022-12-03 0:09,37.1922,126.6472,672,6.9,30,-,-,-,-,4.6,남동,127,0.7,1024.8,-
안산,2022-12-03 0:10,37.1922,126.6472,672,6.9,30,-,-,-,-,5.5,동남동,121,0.7,1024.8,-
안산,2022-12-03 0:11,37.1922,126.6472,672,6.9,30,-,-,-,-,3.9,남동,125,0.7,1024.9,-
안산,2022-12-03 0:12,37.1922,126.6472,672,6.9,30,-,-,-,-,4.7,남동,124,0.7,1024.8,-
안산,2022-12-03 0:13,37.1922,126.6472,672,6.9,30,-,-,-,-,4.2,동남동,121,0.7,1024.9,-
안산,2022-12-03 0:14,37.1922,126.6472,672,6.9,30,-,-,-,-,5.1,남동,124,0.7,1024.9,-
안산,2022-12-03 0:15,37.1922,126.6472,672,6.9,30,-,-,-,-,4.6,남동,127,0.7,1024.9,-
안산,2022-12-03 0:16,37.1922,126.6472,672,6.9,30,-,-,-,-,5.1,남동,124,0.7,1024.8,-
안산,2022-12-03 0:17,37.1922,126.6472,671,6.9,30,-,-,-,-,4.5,동남동,121,0.7,1024.8,-
안산,2022-12-03 0:18,37.1922,126.6472,671,6.9,30,-,-,-,-,4.7,남동,125,0.7,1024.8,-
안산,2022-12-03 0:19,37.1922,126.6472,671,6.9,30,-,-,-,-,5.9,남동,125,0.7,1024.8,-
안산,2022-12-03 0:20,37.1922,126.6472,671,6.9,30,-,-,-,-,4.8,동남동,123,0.7,1024.9,-
안산,2022-12-03 0:21,37.1922,126.6472,671,6.9,30,-,-,-,-,5,동남동,117,0.8,1024.8,-
안산,2022-12-03 0:22,37.1922,126.6472,671,6.9,30,-,-,-,-,4.7,남동,126,0.8,1024.7,-
안산,2022-12-03 0:23,37.1922,126.6472,671,6.9,30,-,-,-,-,4.3,동남동,122,0.8,1024.7,-
안산,2022-12-03 0:24,37.1922,126.6472,671,6.9,30,-,-,-,-,4.1,동남동,123,0.8,1024.7,-
안산,2022-12-03 0:25,37.1922,126.6472,670,6.9,30,-,-,-,-,4.3,남동,127,0.8,1024.6,-
안산,2022-12-03 0:26,37.1922,126.6472,670,6.9,30,-,-,-,-,5.5,남동,128,0.8,1024.6,-
안산,2022-12-03 0:27,37.1922,126.6472,669,6.9,30,-,-,-,-,5.4,동남동,123,0.8,1024.6,-
안산,2022-12-03 0:28,37.1922,126.6472,669,6.9,30,-,-,-,-,5.5,동남동,123,0.8,1024.6,-
안산,2022-12-03 0:29,37.1922,126.6472,669,6.9,30,-,-,-,-,5.5,동남동,122,0.8,1024.6,-
안산,2022-12-03 0:30,37.1922,126.6472,668,6.9,30,-,-,-,-,6.3,남동,128,0.8,1024.7,-
안산,2022-12-03 0:31,37.1922,126.6472,668,6.9,30,-,-,-,-,5.1,남동,131,0.8,1024.6,-
안산,2022-12-03 0:32,37.1922,126.6472,668,6.9,30,-,-,-,-,5.4,남동,127,0.9,1024.6,-
안산,2022-12-03 0:33,37.1922,126.6472,668,6.9,30,-,-,-,-,6.2,남동,125,0.9,1024.6,-
안산,2022-12-03 0:34,37.1922,126.6472,668,6.9,30,-,-,-,-,5.6,남동,130,0.9,1024.4,-
안산,2022-12-03 0:35,37.1922,126.6472,668,6.9,30,-,-,-,-,6,남동,130,0.9,1024.5,-
안산,2022-12-03 0:36,37.1922,126.6472,667,6.9,30,-,-,-,-,6,남동,130,0.9,1024.4,-
안산,2022-12-03 0:37,37.1922,126.6472,666,6.9,30,-,-,-,-,5.3,남동,131,0.9,1024.5,-
안산,2022-12-03 0:38,37.1922,126.6472,666,6.9,30,-,-,-,-,6.6,남동,132,0.9,1024.6,-
안산,2022-12-03 0:39,37.1922,126.6472,665,6.9,30,-,-,-,-,5.6,남동,132,0.9,1024.5,-
안산,2022-12-03 0:40,37.1922,126.6472,665,6.9,30,-,-,-,-,5.9,남동,133,0.9,1024.4,-
안산,2022-12-03 0:41,37.1922,126.6472,665,6.9,30,-,-,-,-,5.8,남동,135,0.9,1024.5,-
안산,2022-12-03 0:42,37.1922,126.6472,665,6.9,30,-,-,-,-,6.3,남동,131,1,1024.7,-
안산,2022-12-03 0:43,37.1922,126.6472,665,6.9,30,-,-,-,-,6.2,남동,129,1,1024.7,-
안산,2022-12-03 0:44,37.1922,126.6472,664,6.9,30,-,-,-,-,6.2,남동,134,1,1024.6,-
안산,2022-12-03 0:45,37.1922,126.6472,664,6.9,30,-,-,-,-,5.8,남동,130,1,1024.7,-
안산,2022-12-03 0:46,37.1922,126.6472,664,6.9,30,-,-,-,-,5.6,남동,129,1,1024.9,-
안산,2022-12-03 0:47,37.1922,126.6472,663,6.9,30,-,-,-,-,6.1,남동,128,1,1024.9,-
안산,2022-12-03 0:48,37.1922,126.6472,663,6.9,30,-,-,-,-,5.2,동남동,123,1,1025,-
안산,2022-12-03 0:49,37.1922,126.6472,663,6.9,30,-,-,-,-,5.6,남동,124,1,1024.9,-
안산,2022-12-03 0:50,37.1922,126.6472,663,6.9,30,-,-,-,-,5.1,동남동,122,1,1025,-
안산,2022-12-03 0:51,37.1922,126.6472,662,6.9,30,-,-,-,-,4.5,남동,129,1,1024.9,-
안산,2022-12-03 0:52,37.1922,126.6472,662,6.9,30,-,-,-,-,4.4,동남동,123,1,1025,-
안산,2022-12-03 0:53,37.1922,126.6472,662,6.9,30,-,-,-,-,3.9,남동,125,1,1025,-
안산,2022-12-03 0:54,37.1922,126.6472,661,6.9,30,-,-,-,-,4.7,동남동,123,1,1025,-
안산,2022-12-03 0:55,37.1922,126.6472,661,6.9,30,-,-,-,-,5.4,동남동,120,1.1,1025,-
안산,2022-12-03 0:56,37.1922,126.6472,661,6.9,30,-,-,-,-,4.2,남동,125,1.1,1025,-
안산,2022-12-03 0:57,37.1922,126.6472,660,6.9,30,-,-,-,-,4.1,동남동,120,1.1,1025.1,-
안산,2022-12-03 0:58,37.1922,126.6472,660,6.9,30,-,-,-,-,4.7,동남동,123,1.1,1025,-
안산,2022-12-03 0:59,37.1922,126.6472,660,6.9,30,-,-,-,-,4.2,동남동,123,1.1,1024.9,-
안산,2022-12-03 1:00,37.1922,126.6472,659,6.9,30,-,-,-,-,4.8,남동,130,1.1,1024.9,-
안산,2022-12-03 1:01,37.1922,126.6472,659,6.9,30,-,-,-,-,4.6,남동,127,1.1,1024.9,-
안산,2022-12-03 1:02,37.1922,126.6472,658,6.9,30,-,-,-,-,4.3,남동,135,1.1,1024.8,-
안산,2022-12-03 1:03,37.1922,126.6472,658,6.9,30,-,-,-,-,4.6,남동,131,1.1,1024.8,-
안산,2022-12-03 1:04,37.1922,126.6472,658,6.9,30,-,-,-,-,4.8,남동,133,1.1,1024.8,-
안산,2022-12-03 1:05,37.1922,126.6472,657,6.9,30,-,-,-,-,5.2,남동,130,1.1,1024.7,-
안산,2022-12-03 1:06,37.1922,126.6472,657,6.9,30,-,-,-,-,5.5,남동,128,1.1,1024.7,-
안산,2022-12-03 1:07,37.1922,126.6472,656,6.9,30,-,-,-,-,5.5,남동,129,1,1024.7,-
안산,2022-12-03 1:08,37.1922,126.6472,656,6.9,30,-,-,-,-,5,남동,128,1,1024.7,-
안산,2022-12-03 1:09,37.1922,126.6472,656,6.9,30,-,-,-,-,4.8,남동,125,1,1024.9,-
안산,2022-12-03 1:10,37.1922,126.6472,655,6.9,30,-,-,-,-,5.4,동남동,121,1,1024.9,-
안산,2022-12-03 1:11,37.1922,126.6472,655,6.9,30,-,-,-,-,4.6,남동,126,1,1024.9,-
안산,2022-12-03 1:12,37.1922,126.6472,655,6.9,30,-,-,-,-,5,남동,135,1,1024.9,-
안산,2022-12-03 1:13,37.1922,126.6472,654,6.9,30,-,-,-,-,4.7,남동,128,1,1025,-
안산,2022-12-03 1:14,37.1922,126.6472,653,6.9,30,-,-,-,-,4.2,남동,131,1,1025,-
안산,2022-12-03 1:15,37.1922,126.6472,653,6.9,30,-,-,-,-,4.3,남동,130,1,1024.9,-
안산,2022-12-03 1:16,37.1922,126.6472,652,6.9,30,-,-,-,-,4.5,남동,126,1,1024.9,-
안산,2022-12-03 1:17,37.1922,126.6472,651,6.9,30,-,-,-,-,5.7,남동,127,1,1024.9,-
안산,2022-12-03 1:18,37.1922,126.6472,651,6.9,30,-,-,-,-,5.5,남동,134,1,1024.9,-
안산,2022-12-03 1:19,37.1922,126.6472,650,6.9,30,-,-,-,-,5,남동,130,1,1024.9,-
안산,2022-12-03 1:20,37.1922,126.6472,650,6.9,30,-,-,-,-,4.6,남동,132,1,1024.9,-
안산,2022-12-03 1:21,37.1922,126.6472,649,6.9,30,-,-,-,-,4.6,남동,129,1,1024.9,-
안산,2022-12-03 1:22,37.1922,126.6472,648,6.9,30,-,-,-,-,4.6,남동,128,1,1024.8,-
안산,2022-12-03 1:23,37.1922,126.6472,648,6.9,30,-,-,-,-,4.8,남동,127,1,1024.9,-
안산,2022-12-03 1:24,37.1922,126.6472,647,6.9,30,-,-,-,-,4.6,남동,124,1,1024.8,-
안산,2022-12-03 1:25,37.1922,126.6472,646,6.9,30,-,-,-,-,4.5,남동,126,1,1024.7,-
안산,2022-12-03 1:26,37.1922,126.6472,645,6.9,30,-,-,-,-,4.3,남동,124,1,1024.7,-
안산,2022-12-03 1:27,37.1922,126.6472,644,6.9,30,-,-,-,-,4.1,남동,126,1,1024.7,-
안산,2022-12-03 1:28,37.1922,126.6472,643,6.9,30,-,-,-,-,3.9,남동,128,1,1024.7,-
안산,2022-12-03 1:29,37.1922,126.6472,642,6.9,30,-,-,-,-,3.7,남동,130,1,1024.7,-
안산,2022-12-03 1:30,37.1922,126.6472,641,6.9,30,-,-,-,-,3.9,동남동,119,1,1024.7,-
안산,2022-12-03 1:31,37.1922,126.6472,640,6.9,30,-,-,-,-,4.3,동남동,122,1,1024.7,-
안산,2022-12-03 1:32,37.1922,126.6472,639,6.9,30,-,-,-,-,4.3,동남동,119,1,1024.8,-
안산,2022-12-03 1:33,37.1922,126.6472,639,6.9,30,-,-,-,-,4.3,남동,126,1,1024.8,-
안산,2022-12-03 1:34,37.1922,126.6472,638,6.9,30,-,-,-,-,4.3,남동,136,1,1024.6,-
안산,2022-12-03 1:35,37.1922,126.6472,637,6.9,30,-,-,-,-,4,남동,138,1,1024.6,-
안산,2022-12-03 1:36,37.1922,126.6472,635,6.9,30,-,-,-,-,3.8,남동,134,1,1024.7,-
안산,2022-12-03 1:37,37.1922,126.6472,634,6.9,30,-,-,-,-,4.3,남동,133,1,1024.8,-
안산,2022-12-03 1:38,37.1922,126.6472,633,6.9,30,-,-,-,-,4,남동,132,1.1,1024.8,-
안산,2022-12-03 1:39,37.1922,126.6472,632,6.9,30,-,-,-,-,4.3,남동,133,1.1,1024.9,-
안산,2022-12-03 1:40,37.1922,126.6472,630,6.9,30,-,-,-,-,4.1,남동,133,1.1,1024.9,-
안산,2022-12-03 1:41,37.1922,126.6472,629,6.9,30,-,-,-,-,3.9,남동,134,1.1,1024.9,-
안산,2022-12-03 1:42,37.1922,126.6472,628,6.9,30,-,-,-,-,4.5,남동,135,1.1,1024.9,-
안산,2022-12-03 1:43,37.1922,126.6472,627,6.9,30,-,-,-,-,5.2,남동,128,1.1,1024.9,-
안산,2022-12-03 1:44,37.1922,126.6472,626,6.9,30,-,-,-,-,4.7,남동,127,1.1,1024.8,-
안산,2022-12-03 1:45,37.1922,126.6472,625,6.9,30,-,-,-,-,4.9,동남동,122,1.1,1024.7,-
안산,2022-12-03 1:46,37.1922,126.6472,624,6.9,30,-,-,-,-,4.1,남동,127,1.1,1024.7,-
안산,2022-12-03 1:47,37.1922,126.6472,623,6.9,30,-,-,-,-,4.1,남동,127,1.1,1024.8,-
안산,2022-12-03 1:48,37.1922,126.6472,622,6.9,29.9,-,-,-,-,4.9,동남동,122,1.1,1024.7,-
